1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
324	-1.093783	11.284782	0.008277	27.2
325	-1.099510	11.266705	0.007699	27.2
326	-1.078739	11.248704	0.008014	27.0
327	-1.093806	11.230780	0.007682	27.1
328	-1.077903	11.212932	0.007495	26.8
329	-1.079052	11.195159	0.008236	28.4
330	-1.089436	11.177461	0.008348	29.9
331	-1.074276	11.159837	0.007715	27.2
332	-1.074896	11.142287	0.007976	27.0
333	-1.087223	11.124810	0.007431	27.0
334	-1.074841	11.107406	0.007468	26.9
335	-1.092578	11.090074	0.007613	29.7
336	-1.077911	11.072814	0.008008	29.7
337	-1.076417	11.055625	0.008024	29.1
338	-1.079145	11.038507	0.007962	27.2
339	-1.090330	11.021459	0.007952	27.0
340	-1.079803	11.004481	0.007822	27.1
341	-1.084639	10.987573	0.007713	27.2
342	-1.081415	10.970734	0.007429	27.0
343	-1.085144	10.953963	0.009007	27.2
344	-1.073496	10.937260	0.007692	30.2
345	-1.093094	10.920625	0.008388	27.0
346	-1.070462	10.904057	0.007717	27.2
347	-1.083869	10.887556	0.008326	29.5
348	-1.071885	10.871120	0.007861	26.9
349	-1.079423	10.854751	0.007982	27.1
350	-1.093672	10.838448	0.008363	27.2
351	-1.091693	10.822209	0.008246	26.9
352	-1.076525	10.806035	0.008655	26.6
353	-1.094694	10.789925	0.008213	29.3
354	-1.095112	10.773878	0.007625	27.1
355	-1.082355	10.757895	0.008112	26.9
356	-1.084427	10.741975	0.007596	26.7
357	-1.085163	10.726118	0.007312	27.4
358	-1.081139	10.710323	0.008308	27.2
359	-1.075219	10.694589	0.008402	26.6
360	-1.071031	10.678917	0.008094	26.9
361	-1.090414	10.663306	0.007469	27.5
362	-1.077040	10.647755	0.008403	30.4
363	-1.088176	10.632265	0.008008	28.7
364	-1.087405	10.616834	0.008179	30.4
365	-1.075797	10.601463	0.008432	27.0
366	-1.087707	10.586151	0.007849	27.1
367	-1.078404	10.570898	0.008175	26.7
368	-1.073122	10.555703	0.008504	27.1
369	-1.072516	10.540566	0.007504	27.4
370	-1.082604	10.525486	0.008078	27.9
371	-1.078804	10.510464	0.007976	28.1
372	-1.088992	10.495499	0.007739	26.9
373	-1.084272	10.480590	0.008008	26.9
374	-1.095161	10.465738	0.008190	27.6
375	-1.087676	10.450941	0.007677	27.2
376	-1.093295	10.436200	0.008285	27.1
377	-1.091649	10.421515	0.007944	27.6
378	-1.091667	10.406884	0.008534	28.6
379	-1.088814	10.392307	0.008279	27.0
380	-1.074715	10.377785	0.008375	26.9
381	-1.080596	10.363317	0.008202	30.3
382	-1.098709	10.348902	0.007895	26.9
383	-1.075632	10.334541	0.007797	26.8
384	-1.080042	10.320232	0.008542	26.8
385	-1.088162	10.305976	0.008074	27.0
386	-1.086418	10.291772	0.008008	28.0
387	-1.076692	10.277620	0.008734	27.3
388	-1.077413	10.263520	0.008525	27.0
389	-1.092492	10.249472	0.008208	27.6
390	-1.091186	10.235474	0.008369	26.9
391	-1.069048	10.221527	0.007823	27.2
392	-1.075224	10.207631	0.008241	27.1
393	-1.097844	10.193784	0.007658	27.0
394	-1.091822	10.179988	0.008243	27.0
395	-1.077929	10.166241	0.008456	27.1
396	-1.088211	10.152544	0.008196	29.2
397	-1.099526	10.138895	0.008402	27.8
398	-1.088761	10.125295	0.007525	27.4
399	-1.080470	10.111744	0.007467	26.9
400	-1.077560	10.098241	0.008090	26.9
401	-1.080837	10.084785	0.007421	27.0
402	-1.090745	10.071377	0.008223	27.0
403	-1.083830	10.058017	0.008117	26.8
404	-1.089038	10.044704	0.007973	27.5
405	-1.078056	10.031437	0.008199	28.8
406	-1.075870	10.018217	0.007593	27.5
407	-1.078703	10.005043	0.007822	27.0
408	-1.086332	9.991916	0.007318	27.0
409	-1.087203	9.978834	0.007764	27.2
410	-1.094413	9.965797	0.007593	27.0
411	-1.074687	9.952806	0.008595	27.1
412	-1.070818	9.939859	0.007919	26.9
413	-1.074846	9.926958	0.007071	30.1
414	-1.087439	9.914100	0.007888	27.1
415	-1.096491	9.901287	0.008415	26.9
416	-1.081667	9.888518	0.007816	30.6
417	-1.097023	9.875793	0.008433	27.2
418	-1.090253	9.863111	0.007771	27.1
419	-1.071197	9.850473	0.007794	27.0
420	-1.078356	9.837877	0.007895	27.0
421	-1.091230	9.825325	0.007961	27.9
422	-1.093954	9.812814	0.008365	27.7
423	-1.076760	9.800346	0.007862	27.0
424	-1.098948	9.787921	0.008202	27.2
425	-1.078089	9.775537	0.008275	27.0
426	-1.091374	9.763194	0.007506	27.0
427	-1.086161	9.750893	0.008385	27.0
428	-1.089932	9.738633	0.007548	27.1
429	-1.073899	9.726414	0.007775	27.6
430	-1.087883	9.714236	0.007808	29.8
431	-1.098359	9.702098	0.007601	27.0
432	-1.080651	9.690001	0.007422	27.8
433	-1.074943	9.677944	0.008263	29.0
434	-1.097896	9.665926	0.008321	27.0
435	-1.099531	9.653948	0.008123	26.6
436	-1.091385	9.642010	0.007667	27.1
437	-1.101444	9.630110	0.007976	27.0
438	-1.075809	9.618250	0.007637	27.0
439	-1.090110	9.606428	0.007894	42.8
440	-1.089249	9.594645	0.007493	27.5
441	-1.085373	9.582901	0.008213	27.0
442	-1.081714	9.571195	0.007615	26.9
443	-1.079162	9.559526	0.007644	27.8
444	-1.079414	9.547896	0.008218	26.8
445	-1.089528	9.536303	0.008286	27.0
446	-1.078791	9.524747	0.007524	27.1
447	-1.079339	9.513228	0.007534	29.8
448	-1.080250	9.501747	0.007994	26.9
449	-1.106208	9.490302	0.008334	27.3
450	-1.076451	9.478894	0.008006	26.8
451	-1.082882	9.467523	0.007356	26.6
452	-1.086571	9.456187	0.008023	26.9
453	-1.091493	9.444888	0.007596	26.8
454	-1.085524	9.433624	0.007471	27.0
455	-1.083176	9.422397	0.007964	26.9
456	-1.079433	9.411204	0.007905	27.0
457	-1.087802	9.400047	0.007211	27.0
458	-1.075123	9.388925	0.007621	27.1
459	-1.093269	9.377838	0.008389	26.7
460	-1.086596	9.366786	0.008289	26.7
461	-1.079839	9.355769	0.007918	27.1
462	-1.081845	9.344786	0.007732	32.8
463	-1.086169	9.333837	0.007588	26.9
464	-1.103899	9.322922	0.008331	30.1
465	-1.081436	9.312041	0.008132	27.0
466	-1.100029	9.301194	0.008032	28.1
467	-1.077857	9.290380	0.007600	28.3
468	-1.073724	9.279600	0.008601	27.0
469	-1.096007	9.268853	0.007931	26.8
470	-1.091305	9.258139	0.008146	27.1
471	-1.106726	9.247458	0.008162	27.7
472	-1.085227	9.236809	0.007860	28.8
473	-1.081339	9.226193	0.007729	29.4
474	-1.092483	9.215610	0.007848	27.8
475	-1.108410	9.205059	0.007832	26.9
476	-1.087314	9.194540	0.008188	27.1
477	-1.094781	9.184053	0.007537	27.8
478	-1.080346	9.173597	0.008106	26.6
479	-1.089641	9.163174	0.007884	26.7
480	-1.077422	9.152781	0.008227	27.3
481	-1.096301	9.142420	0.007901	30.1
482	-1.090375	9.132091	0.007817	27.1
483	-1.112637	9.121792	0.008450	27.0
484	-1.081897	9.111524	0.008583	29.7
485	-1.081029	9.101287	0.008580	27.0
486	-1.076742	9.091080	0.007227	27.0
487	-1.091833	9.080904	0.007997	26.6
488	-1.077228	9.070757	0.007733	27.1
489	-1.098943	9.060642	0.008068	26.9
490	-1.088715	9.050556	0.007433	27.0
491	-1.090030	9.040499	0.007998	26.9
492	-1.089519	9.030473	0.008460	27.1
493	-1.091539	9.020476	0.008218	27.1
494	-1.094687	9.010508	0.008138	26.9
495	-1.093730	9.000570	0.008775	26.9
496	-1.089277	8.990661	0.007676	27.0
497	-1.097657	8.980781	0.008239	27.3
498	-1.085395	8.970929	0.007643	27.0
499	-1.094198	8.961107	0.008284	33.2
