1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
88	-0.851866	54.190348	2.811554	0.012799	23.0
89	-0.860654	54.547636	2.798257	0.010419	22.8
90	-0.859600	54.504463	2.799857	0.023897	27.0
91	-0.866812	55.489500	2.763800	0.010635	23.4
92	-0.864683	55.310976	2.770266	0.024136	24.8
93	-0.865545	56.306108	2.734605	0.005144	25.4
94	-0.868881	56.319591	2.734128	0.018038	22.6
95	-0.872138	56.290822	2.735146	0.016950	23.5
96	-0.872604	57.277048	2.700686	0.025970	22.8
97	-0.865502	58.274372	2.666709	0.024381	23.2
98	-0.862978	59.274372	2.633489	0.008572	22.4
99	-0.864033	60.035380	2.608758	0.028816	23.2
100	-0.863363	59.805819	2.616169	0.017401	23.3
101	-0.856819	60.637266	2.589524	0.043780	25.0
102	-0.863653	61.636873	2.558200	0.016114	23.0
103	-0.859205	61.405989	2.565368	0.017578	23.6
104	-0.862662	62.398221	2.534847	0.014966	23.6
105	-0.862132	62.193218	2.541093	0.009736	23.7
106	-0.856334	62.912449	2.519313	0.024870	23.3
107	-0.866302	62.705920	2.525529	0.031386	22.9
108	-0.859527	63.705920	2.495713	0.013965	23.1
109	-0.866937	63.521955	2.501145	0.008642	25.4
110	-0.870100	63.890052	2.490300	0.028028	23.1
111	-0.868194	63.680275	2.496469	0.023796	22.9
112	-0.861827	64.679564	2.467353	0.022699	25.8
113	-0.861657	64.496175	2.472645	0.009248	22.9
114	-0.862708	65.473330	2.444704	0.012930	22.9
115	-0.867324	65.371190	2.447595	0.017986	22.7
116	-0.857616	66.355124	2.420026	0.018106	22.5
117	-0.862088	67.354439	2.392655	0.021529	22.9
118	-0.866811	68.353033	2.365915	0.011215	23.0
119	-0.865884	69.073997	2.346978	0.016718	23.2
120	-0.859396	69.107763	2.346099	0.017408	22.4
121	-0.863600	70.098447	2.320585	0.018091	23.1
122	-0.857837	71.096074	2.295447	0.019110	23.0
123	-0.861584	70.876047	2.300945	0.042196	22.8
124	-0.866478	71.876006	2.276171	0.020141	22.9
125	-0.863329	72.875980	2.251925	0.019063	23.2
126	-0.865594	73.875454	2.228202	0.005798	23.3
127	-0.866105	73.700186	2.232326	0.013820	22.3
128	-0.870901	74.071443	2.223609	0.009852	23.5
129	-0.860476	74.200822	2.220587	0.037462	26.4
130	-0.878301	74.623974	2.210760	0.022769	23.0
131	-0.860166	75.623974	2.187880	0.013352	27.8
132	-0.863382	75.392998	2.193123	0.010949	26.5
133	-0.868925	75.863886	2.182461	0.016411	23.9
134	-0.861138	76.700279	2.163778	0.026407	23.2
135	-0.871056	77.699024	2.141882	0.010181	22.9
136	-0.863051	78.692684	2.120534	0.014663	23.6
137	-0.864981	78.501621	2.124605	0.020399	24.0
138	-0.854299	79.460748	2.104321	0.012826	22.9
139	-0.857494	79.229914	2.109168	0.019441	23.1
140	-0.862069	80.105333	2.090905	0.011406	23.8
141	-0.865548	79.877468	2.095628	0.010070	23.0
142	-0.871146	79.658612	2.100185	0.018684	23.4
143	-0.864493	79.779706	2.097661	0.008014	24.7
144	-0.862212	80.634861	2.080012	0.021155	23.4
145	-0.862907	80.408857	2.084647	0.024477	23.3
146	-0.861931	80.182266	2.089316	0.004101	22.7
147	-0.865745	80.002569	2.093033	0.017336	24.1
148	-0.874693	79.930142	2.094535	0.018552	26.2
149	-0.870354	80.928994	2.074009	0.010200	22.8
150	-0.860932	80.700980	2.078659	0.009540	23.8
151	-0.865314	80.575270	2.081232	0.011347	26.2
152	-0.858603	80.598482	2.080756	0.024731	23.0
153	-0.861545	81.541128	2.061628	0.033919	23.1
154	-0.861380	82.541128	2.041717	0.031450	23.4
155	-0.877690	83.541128	2.022187	0.013862	22.9
156	-0.864790	83.315260	2.026565	0.012667	23.4
157	-0.863148	83.087903	2.030992	0.016886	25.4
158	-0.857914	82.862896	2.035392	0.021727	22.2
159	-0.861124	83.862405	2.015991	0.011479	23.5
160	-0.868485	83.701756	2.019084	0.018836	22.2
161	-0.861200	84.623889	2.001457	0.021493	23.0
162	-0.866038	85.619534	1.982767	0.011724	22.3
163	-0.856698	85.591928	1.983280	0.008483	22.7
164	-0.854116	85.398674	1.986883	0.006090	22.9
165	-0.870597	85.499428	1.985003	0.008851	23.1
166	-0.861690	85.517153	1.984673	0.004856	22.6
167	-0.870469	85.634738	1.982484	0.010343	23.7
168	-0.871050	85.589489	1.983326	0.024554	25.7
169	-0.872277	85.806977	1.979287	0.024818	22.5
170	-0.872394	85.576083	1.983575	0.019916	25.5
171	-0.866265	86.430749	1.967795	0.023233	26.0
172	-0.854479	86.226886	1.971536	0.039699	23.2
173	-0.860862	87.226886	1.953320	0.015839	23.2
174	-0.869251	87.015710	1.957138	0.035449	23.1
175	-0.868111	88.006860	1.939343	0.024869	27.3
176	-0.851913	89.006860	1.921714	0.019059	22.7
177	-0.869530	90.006822	1.904403	0.010659	22.9
178	-0.865551	89.778027	1.908336	0.015486	25.5
179	-0.866489	89.570658	1.911915	0.014960	23.3
180	-0.861604	89.479558	1.913491	0.007374	23.6
181	-0.863575	89.393624	1.914981	0.020654	22.5
182	-0.865346	90.255275	1.900150	0.039025	23.6
183	-0.871273	90.024512	1.904099	0.019576	23.2
184	-0.866624	91.012350	1.887307	0.025583	23.0
185	-0.860454	92.011916	1.870614	0.020290	22.3
186	-0.863503	91.780875	1.874446	0.021164	23.1
187	-0.855859	92.298755	1.865878	0.009216	26.5
188	-0.859922	92.566837	1.861474	0.026040	22.5
189	-0.861751	93.093809	1.852876	0.020872	23.6
190	-0.872147	93.971634	1.838729	0.007021	25.7
191	-0.864473	93.748989	1.842297	0.021687	23.1
192	-0.858554	94.283234	1.833759	0.010921	23.0
193	-0.863383	94.101769	1.836650	0.025130	23.4
194	-0.865633	93.870936	1.840341	0.021326	23.1
195	-0.871456	94.870520	1.824465	0.016435	22.4
196	-0.870483	94.656067	1.827848	0.015758	23.5
197	-0.866743	95.642809	1.812385	0.017207	22.6
198	-0.856924	95.412322	1.815973	0.010148	23.2
199	-0.872015	96.246465	1.803054	0.015036	22.6
200	-0.861815	96.038834	1.806253	0.012758	23.3
201	-0.867477	96.947753	1.792333	0.032679	22.3
202	-0.856782	97.946189	1.777288	0.023568	23.3
203	-0.868948	98.946188	1.762471	0.009112	22.9
204	-0.859500	99.558812	1.753515	0.014392	23.3
205	-0.864302	99.385587	1.756038	0.037103	22.7
206	-0.861187	100.377042	1.741694	0.016804	23.7
207	-0.861711	100.146501	1.745009	0.026018	27.4
208	-0.867637	100.744947	1.736431	0.017080	22.7
209	-0.866489	100.513905	1.739732	0.023961	25.2
210	-0.862060	101.507463	1.725623	0.026232	23.1
211	-0.864631	102.507436	1.711652	0.015160	23.8
212	-0.855430	103.483458	1.698231	0.009351	23.2
213	-0.856203	103.350632	1.700045	0.016336	22.6
214	-0.854321	103.791724	1.694036	0.027342	23.9
215	-0.858842	103.560681	1.697178	0.018545	23.3
216	-0.857967	104.560675	1.683662	0.020553	23.4
217	-0.865416	104.329744	1.686764	0.025999	25.2
218	-0.867665	105.329057	1.673421	0.013037	23.6
219	-0.862113	105.456299	1.671737	0.006474	23.1
220	-0.861454	105.315459	1.673601	0.014789	22.9
221	-0.865150	105.449713	1.671824	0.041770	23.4
222	-0.856472	106.449712	1.658707	0.018187	22.9
223	-0.861336	107.449712	1.645793	0.022797	23.2
224	-0.874862	107.219727	1.648745	0.008981	22.4
225	-0.858209	108.168528	1.636635	0.014186	23.8
226	-0.859896	108.038920	1.638279	0.013624	25.4
227	-0.871006	108.980827	1.626407	0.010915	22.6
228	-0.862232	109.850073	1.615602	0.015070	23.2
229	-0.862890	109.982546	1.613968	0.024976	27.7
230	-0.860590	110.982298	1.601743	0.015369	23.1
231	-0.869386	111.982205	1.589699	0.014749	22.3
232	-0.864516	112.700493	1.581159	0.011183	23.0
233	-0.861718	113.248093	1.574709	0.018271	23.5
234	-0.863330	113.405256	1.572868	0.010625	23.1
235	-0.863363	114.163174	1.564048	0.018959	22.9
236	-0.859412	113.933997	1.566704	0.032712	22.5
237	-0.858908	114.933994	1.555179	0.022209	23.1
238	-0.866420	115.933992	1.543822	0.031217	22.7
239	-0.857230	116.933992	1.532629	0.009663	23.4
240	-0.858078	116.816529	1.533936	0.011352	22.9
241	-0.871708	117.308365	1.528481	0.016737	23.4
242	-0.867231	117.080758	1.531000	0.023029	22.5
243	-0.861454	118.079177	1.520010	0.011486	23.6
244	-0.860911	118.573140	1.514630	0.028136	23.7
245	-0.868372	118.569852	1.514666	0.009560	22.8
246	-0.857085	118.404379	1.516464	0.020238	26.0
247	-0.864563	118.176363	1.518948	0.006294	23.0
248	-0.862487	118.974601	1.510286	0.007282	25.6
249	-0.862552	118.861504	1.511507	0.017817	22.3
250	-0.860749	118.794394	1.512233	0.028865	23.3
251	-0.867515	119.101317	1.508920	0.012087	22.7
252	-0.872834	119.863439	1.500756	0.016286	24.0
253	-0.862284	120.781958	1.491034	0.020025	23.3
254	-0.855859	121.762488	1.480793	0.012875	22.8
255	-0.865419	121.764723	1.480770	0.019956	23.8
256	-0.867136	121.625351	1.482217	0.027740	24.8
257	-0.859892	122.611503	1.472039	0.014735	23.1
258	-0.864955	123.611349	1.461861	0.038602	24.3
259	-0.853746	124.330061	1.454632	0.011851	24.8
260	-0.857704	124.099178	1.456946	0.006522	23.8
261	-0.858700	123.958836	1.458357	0.008400	23.0
262	-0.869059	124.201481	1.455920	0.019877	23.0
263	-0.858147	124.095001	1.456988	0.008543	22.6
264	-0.862083	125.019206	1.447766	0.013262	23.1
265	-0.863833	124.828290	1.449662	0.015512	26.7
266	-0.860957	124.601649	1.451918	0.021397	22.4
267	-0.867654	125.600815	1.442023	0.019945	22.9
268	-0.871548	125.369889	1.444298	0.005976	24.8
269	-0.871746	125.340183	1.444591	0.019066	24.0
270	-0.846958	125.183458	1.446140	0.019475	22.5
271	-0.864486	124.976462	1.448190	0.027246	23.7
272	-0.861276	125.976439	1.438337	0.012143	23.1
273	-0.863224	125.753473	1.440523	0.006998	23.4
274	-0.871188	126.227161	1.435888	0.020752	22.8
275	-0.862968	126.179994	1.436348	0.010601	23.6
276	-0.867743	125.953854	1.438558	0.015886	23.5
277	-0.867851	126.823392	1.430096	0.007839	22.9
278	-0.864619	127.152215	1.426922	0.009810	23.3
279	-0.860639	127.151087	1.426933	0.011851	22.6
280	-0.865265	127.751847	1.421170	0.010382	23.4
281	-0.853054	128.039296	1.418429	0.017761	22.2
282	-0.863383	127.835583	1.420371	0.032315	23.0
283	-0.864546	128.815263	1.411082	0.004139	23.8
284	-0.863552	128.595530	1.413155	0.004435	22.9
285	-0.867132	128.691412	1.412250	0.011637	23.0
286	-0.863141	128.786895	1.411350	0.011824	23.0
287	-0.866543	129.110944	1.408303	0.010806	25.3
288	-0.859364	128.938639	1.409921	0.023298	22.8
289	-0.864819	129.849479	1.401408	0.016586	23.7
290	-0.867785	129.626157	1.403486	0.035361	23.8
291	-0.859043	129.395296	1.405640	0.016197	31.7
292	-0.859293	130.376399	1.396530	0.021409	22.8
293	-0.864781	130.145375	1.398665	0.012378	22.6
294	-0.859630	129.914660	1.400803	0.032044	23.1
295	-0.867883	130.901500	1.391702	0.006396	24.5
296	-0.863951	130.749579	1.393096	0.023155	23.8
297	-0.865563	130.949133	1.391266	0.009683	23.9
298	-0.859817	130.730575	1.393270	0.012035	22.5
299	-0.861466	131.520101	1.386058	0.005628	23.9
300	-0.861120	131.362165	1.387495	0.023848	22.4
301	-0.865806	131.148666	1.389442	0.019895	23.2
302	-0.854632	132.148611	1.380370	0.010396	22.7
303	-0.863121	132.345392	1.378598	0.018285	23.1
304	-0.873064	132.526254	1.376974	0.013889	24.3
305	-0.866326	132.301680	1.378991	0.018888	23.2
306	-0.864635	133.251760	1.370498	0.006845	23.2
307	-0.865391	133.446014	1.368774	0.014033	24.7
308	-0.861655	133.267938	1.370354	0.007077	23.7
309	-0.861586	133.657122	1.366906	0.021016	24.5
310	-0.862379	133.436870	1.368855	0.015875	23.1
311	-0.870240	133.832377	1.365358	0.014952	23.5
312	-0.866677	134.655070	1.358142	0.014464	22.6
313	-0.861660	134.497795	1.359516	0.012081	23.1
314	-0.865610	135.008726	1.355063	0.024245	22.8
315	-0.862658	134.871849	1.356253	0.013433	23.6
316	-0.869446	134.654509	1.358147	0.012776	22.6
317	-0.866057	134.930808	1.355740	0.020179	23.1
318	-0.866638	134.785527	1.357005	0.033462	22.6
319	-0.868296	135.779675	1.348400	0.017123	23.7
320	-0.863860	136.775462	1.339890	0.011088	22.4
321	-0.863554	137.440439	1.334266	0.009440	23.5
322	-0.865590	138.123558	1.328538	0.008714	22.5
323	-0.858413	138.508005	1.325336	0.008324	30.5
324	-0.860543	138.378052	1.326417	0.011728	23.1
325	-0.871355	138.481207	1.325559	0.019708	22.5
326	-0.865558	139.320822	1.318617	0.013528	26.9
327	-0.863216	139.126604	1.320216	0.015851	23.4
328	-0.863995	139.297036	1.318812	0.026147	23.0
329	-0.868417	139.652677	1.315893	0.011855	23.6
330	-0.861395	139.421714	1.317787	0.044516	22.7
331	-0.868466	140.420891	1.309630	0.010651	22.9
332	-0.875754	140.336057	1.310319	0.015184	22.6
333	-0.858751	141.121400	1.303972	0.016441	24.5
334	-0.856755	140.928648	1.305524	0.005476	23.6
335	-0.850695	140.881347	1.305905	0.023437	22.9
336	-0.860636	141.129987	1.303902	0.003912	24.2
337	-0.863400	141.333731	1.302266	0.030146	22.5
338	-0.861657	141.297442	1.302557	0.022504	23.9
339	-0.863906	142.297441	1.294581	0.023414	22.2
340	-0.868562	143.295979	1.286713	0.023670	26.2
341	-0.868632	144.295965	1.278928	0.032257	22.8
342	-0.876230	144.064921	1.280718	0.019044	23.2
343	-0.858111	144.100202	1.280445	0.012821	27.5
344	-0.858712	144.316270	1.278771	0.015492	22.5
345	-0.867498	144.093641	1.280496	0.021010	26.7
346	-0.865690	143.863713	1.282282	0.019544	23.4
347	-0.860471	144.794057	1.275086	0.018297	22.4
348	-0.864115	145.713952	1.268050	0.021045	27.1
349	-0.865569	145.484154	1.269801	0.010718	22.4
350	-0.861279	145.721433	1.267993	0.005566	23.6
351	-0.866981	145.581575	1.269058	0.027143	23.1
352	-0.855661	146.207933	1.264304	0.007489	22.9
353	-0.864543	147.119910	1.257446	0.023098	23.2
354	-0.862704	147.166964	1.257094	0.017362	22.8
355	-0.873416	146.936905	1.258816	0.022239	23.4
356	-0.859850	146.709974	1.260519	0.017675	22.4
357	-0.856877	146.479337	1.262255	0.030353	23.3
358	-0.864169	147.479281	1.254764	0.012693	23.5
359	-0.872198	148.479085	1.247362	0.018775	23.4
360	-0.861885	148.598818	1.246481	0.004202	22.5
361	-0.861280	149.125150	1.242625	0.027201	23.1
362	-0.873429	148.909401	1.244202	0.022088	26.4
363	-0.870952	149.909401	1.236923	0.024572	22.3
364	-0.853274	150.909232	1.229729	0.015540	25.3
365	-0.873857	151.814757	1.223285	0.036096	25.3
366	-0.870232	151.583767	1.224922	0.009485	22.9
367	-0.857044	152.580202	1.217891	0.012004	23.0
368	-0.869330	152.756301	1.216656	0.008708	23.5
369	-0.868730	152.551377	1.218093	0.015338	23.6
370	-0.874839	152.862759	1.215911	0.032413	23.2
371	-0.863768	153.862674	1.208958	0.030158	23.6
372	-0.864505	154.862674	1.202084	0.016471	23.1
373	-0.863020	155.807167	1.195662	0.035627	23.2
374	-0.868941	156.805559	1.188949	0.029483	23.1
375	-0.868802	156.574514	1.190496	0.007108	23.0
376	-0.856676	157.503094	1.184303	0.010525	22.6
377	-0.860377	157.361478	1.185243	0.007034	24.0
378	-0.860492	157.456156	1.184614	0.009596	23.0
379	-0.871348	157.887471	1.181758	0.012882	23.1
380	-0.865922	158.623956	1.176913	0.028067	23.5
381	-0.863597	158.394911	1.178415	0.021321	26.4
382	-0.866571	159.394910	1.171883	0.019080	22.9
383	-0.865742	159.164244	1.173383	0.026103	24.1
384	-0.876475	160.064572	1.167549	0.022769	26.4
385	-0.856215	159.849096	1.168940	0.019961	23.1
386	-0.855949	159.676158	1.170059	0.030385	22.8
387	-0.871766	159.445180	1.171556	0.010747	23.5
388	-0.868404	160.174650	1.166839	0.007848	22.6
389	-0.864890	160.456193	1.165029	0.010099	23.3
390	-0.869226	160.264165	1.166263	0.013953	23.0
391	-0.871579	160.834912	1.162602	0.010856	23.1
392	-0.874273	161.254648	1.159925	0.013644	23.2
393	-0.857947	161.110919	1.160840	0.013075	22.4
394	-0.866318	161.137529	1.160671	0.006851	23.6
395	-0.864492	160.935651	1.161959	0.017653	23.0
396	-0.856416	161.066029	1.161126	0.021582	23.4
397	-0.863036	162.061966	1.154809	0.011681	23.6
398	-0.871519	162.787179	1.150253	0.019833	23.3
399	-0.857063	162.796380	1.150195	0.021444	23.0
400	-0.867911	162.688009	1.150874	0.017218	23.0
401	-0.869031	163.686617	1.144651	0.015657	26.4
402	-0.858596	163.456328	1.146080	0.006735	22.7
403	-0.861403	163.293375	1.147093	0.015988	25.4
404	-0.862063	164.064918	1.142311	0.013151	25.2
405	-0.870398	163.836561	1.143722	0.008539	23.7
406	-0.859863	163.650592	1.144874	0.016110	23.2
407	-0.864332	163.542717	1.145543	0.008893	22.6
408	-0.864147	163.319085	1.146933	0.009687	24.1
409	-0.863466	163.364235	1.146652	0.038708	23.1
410	-0.859706	163.135419	1.148077	0.014180	22.9
411	-0.866476	164.135414	1.141876	0.016484	24.9
412	-0.863937	165.059806	1.136203	0.015541	23.3
413	-0.864754	166.044488	1.130221	0.025762	25.0
414	-0.865467	165.813491	1.131619	0.029345	23.2
415	-0.864714	166.813491	1.125594	0.009614	23.6
416	-0.867376	166.589576	1.126937	0.013021	22.7
417	-0.866184	166.638264	1.126645	0.021901	23.1
418	-0.864179	166.408969	1.128023	0.008520	22.8
419	-0.859633	167.366011	1.122292	0.018352	23.2
420	-0.853109	168.274201	1.116907	0.027814	26.7
421	-0.864327	168.043158	1.118272	0.018738	23.5
422	-0.859112	169.042162	1.112394	0.018378	23.6
423	-0.866183	168.811906	1.113743	0.015377	25.2
424	-0.871755	169.797393	1.107990	0.006755	23.1
425	-0.869464	169.848680	1.107693	0.019767	23.2
426	-0.855267	170.461574	1.104147	0.023913	23.3
427	-0.865909	171.460889	1.098414	0.030618	23.5
428	-0.868330	172.460885	1.092736	0.011929	22.3
429	-0.865385	172.320142	1.093532	0.028056	23.5
430	-0.862253	172.089368	1.094839	0.023875	23.1
431	-0.850610	173.089368	1.089198	0.023591	23.3
432	-0.858965	173.133061	1.088953	0.020059	22.6
433	-0.859447	172.906954	1.090222	0.010723	23.2
434	-0.870469	173.232386	1.088396	0.010251	22.3
435	-0.864089	173.540525	1.086672	0.009504	23.1
436	-0.864874	173.341415	1.087785	0.028388	22.8
437	-0.858015	174.329817	1.082281	0.010960	23.2
438	-0.869363	174.099078	1.083561	0.020359	22.6
439	-0.867986	174.041342	1.083881	0.027962	22.8
440	-0.861299	175.041328	1.078353	0.008842	27.3
441	-0.866511	175.265512	1.077121	0.020093	42.1
442	-0.872318	175.317905	1.076833	0.011704	26.5
443	-0.868128	175.095433	1.078055	0.021889	23.6
444	-0.879030	176.031197	1.072935	0.023506	22.4
445	-0.866677	176.905540	1.068195	0.014974	23.2
446	-0.864746	177.905252	1.062826	0.026124	22.3
447	-0.855196	177.674227	1.064062	0.015859	23.5
448	-0.865441	178.673705	1.058736	0.022490	22.8
449	-0.868353	179.569039	1.054010	0.034912	23.6
450	-0.864659	180.569034	1.048781	0.016659	25.6
451	-0.857612	180.385678	1.049735	0.024175	23.5
452	-0.865373	181.385559	1.044549	0.011658	23.3
453	-0.874661	182.274843	1.039980	0.015913	22.8
454	-0.861178	183.223106	1.035151	0.025715	24.0
455	-0.869268	182.992162	1.036323	0.019554	22.5
456	-0.859923	183.992151	1.031267	0.022719	23.2
457	-0.862074	183.761339	1.032430	0.013108	23.4
458	-0.869236	184.598270	1.028227	0.009090	26.4
459	-0.866212	184.541276	1.028512	0.021093	23.4
460	-0.863848	184.795852	1.027240	0.022669	22.8
461	-0.872039	185.795846	1.022272	0.028596	25.0
462	-0.863937	185.570913	1.023386	0.023650	22.4
463	-0.858606	186.570912	1.018455	0.014815	22.9
464	-0.859462	186.340035	1.019589	0.018777	23.5
465	-0.861472	186.111355	1.020715	0.019492	23.0
466	-0.863850	187.097105	1.015880	0.006154	23.2
467	-0.867233	186.964543	1.016528	0.024228	22.4
468	-0.868245	187.193354	1.015410	0.018319	23.6
469	-0.858262	188.177203	1.010634	0.021128	22.8
470	-0.867815	189.172931	1.005846	0.004115	23.2
471	-0.860975	189.164122	1.005889	0.005217	22.3
472	-0.854710	189.139601	1.006006	0.019060	23.6
473	-0.875076	188.945111	1.006938	0.008316	23.1
474	-0.863073	188.728936	1.007976	0.013916	23.3
475	-0.877714	189.157500	1.005920	0.017226	22.5
476	-0.851936	188.946328	1.006932	0.045041	23.1
477	-0.864282	189.944984	1.002165	0.010369	23.0
478	-0.851381	190.944952	0.997437	0.015084	24.7
479	-0.872854	190.720137	0.998496	0.024439	23.6
480	-0.870097	190.491691	0.999574	0.027568	24.0
481	-0.857153	190.260647	1.000668	0.009821	27.3
482	-0.863378	191.255762	0.995976	0.024553	23.9
483	-0.859516	191.059554	0.996898	0.011645	22.4
484	-0.863271	191.974834	0.992613	0.019918	24.6
485	-0.866716	191.769242	0.993573	0.011469	22.3
486	-0.872489	191.739298	0.993712	0.014397	24.1
487	-0.860459	192.123161	0.991923	0.016224	22.3
488	-0.862932	193.109273	0.987354	0.010479	23.3
489	-0.855816	192.985518	0.987925	0.016536	24.7
490	-0.855394	192.931961	0.988173	0.020881	23.0
491	-0.865537	193.924868	0.983607	0.027925	23.8
492	-0.863846	194.924793	0.979052	0.021050	22.3
493	-0.865193	194.694024	0.980100	0.009623	23.9
494	-0.860324	195.264727	0.977513	0.009926	22.4
495	-0.864919	195.315587	0.977284	0.013977	23.4
496	-0.862911	195.749485	0.975327	0.012546	22.4
497	-0.865990	195.525131	0.976338	0.012257	26.6
498	-0.869939	196.361724	0.972580	0.013237	22.5
499	-0.877025	196.142171	0.973563	0.011547	23.1
500	-0.864041	195.930986	0.974511	0.020522	26.8
501	-0.854274	196.924258	0.970070	0.008176	23.3
502	-0.863302	196.950338	0.969953	0.009819	24.3
503	-0.857025	196.781733	0.970704	0.014379	22.6
504	-0.864617	196.744749	0.970869	0.018313	23.2
505	-0.864204	197.608643	0.967033	0.010701	23.4
506	-0.860584	198.399508	0.963547	0.016647	22.7
507	-0.859245	198.351889	0.963756	0.010870	23.4
508	-0.870206	198.126584	0.964747	0.027909	22.7
509	-0.857856	197.963254	0.965467	0.011064	23.3
510	-0.864035	197.734963	0.966474	0.014818	22.3
511	-0.868141	198.655838	0.962422	0.015385	23.7
512	-0.867411	199.102825	0.960468	0.014971	23.2
513	-0.864911	199.661677	0.958035	0.010947	22.7
514	-0.869107	200.347324	0.955068	0.028619	28.4
