1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
258	-1.684687	12.679583	0.005168	27.5
259	-1.677615	12.654945	0.005172	27.8
260	-1.678968	12.630433	0.005102	27.8
261	-1.682951	12.606047	0.005395	27.9
262	-1.675578	12.581786	0.005182	27.8
263	-1.685024	12.557649	0.005511	27.4
264	-1.666039	12.533635	0.005172	27.9
265	-1.682050	12.509742	0.005021	28.2
266	-1.669526	12.485971	0.005055	27.8
267	-1.680345	12.462319	0.005309	28.0
268	-1.696068	12.438786	0.005240	27.9
269	-1.673753	12.415371	0.005120	27.8
270	-1.690383	12.392073	0.005002	28.9
271	-1.656848	12.368891	0.004839	28.2
272	-1.681073	12.345824	0.005188	31.2
273	-1.685614	12.322871	0.005233	27.9
274	-1.681828	12.300031	0.005071	27.5
275	-1.696575	12.277304	0.005034	27.4
276	-1.690033	12.254688	0.005349	28.6
277	-1.680856	12.232182	0.004988	27.4
278	-1.682236	12.209786	0.005210	28.1
279	-1.675880	12.187499	0.004885	27.4
280	-1.682155	12.165320	0.005089	27.4
281	-1.685755	12.143248	0.004949	27.4
282	-1.665230	12.121282	0.005059	28.3
283	-1.674394	12.099422	0.004960	27.4
284	-1.674489	12.077666	0.005021	27.4
285	-1.670238	12.056014	0.005082	28.1
286	-1.702781	12.034465	0.005076	28.2
287	-1.689928	12.013018	0.005029	27.8
288	-1.682739	11.991673	0.005075	28.0
289	-1.686307	11.970428	0.005167	30.1
290	-1.680570	11.949283	0.005025	27.7
291	-1.689398	11.928237	0.005048	27.7
292	-1.698104	11.907290	0.005162	27.7
293	-1.692368	11.886440	0.005210	27.9
294	-1.692102	11.865687	0.005163	27.8
295	-1.691506	11.845030	0.005051	27.9
296	-1.675692	11.824469	0.004907	27.7
297	-1.697745	11.804002	0.005113	27.8
298	-1.686745	11.783630	0.004840	27.5
299	-1.687558	11.763350	0.004866	27.5
300	-1.697346	11.743163	0.005009	27.7
301	-1.674881	11.723069	0.004957	28.6
302	-1.683134	11.703065	0.004888	27.8
303	-1.683100	11.683152	0.004879	30.2
304	-1.689115	11.663329	0.004935	27.3
305	-1.694714	11.643595	0.004881	28.6
306	-1.679496	11.623950	0.004959	27.8
307	-1.691506	11.604392	0.004798	27.5
308	-1.690561	11.584923	0.004902	27.8
309	-1.694988	11.565539	0.004720	27.5
310	-1.703445	11.546242	0.004882	28.4
311	-1.691032	11.527030	0.004976	27.9
312	-1.689435	11.507903	0.004893	28.4
313	-1.700224	11.488861	0.005042	27.9
314	-1.696835	11.469901	0.004797	27.2
315	-1.690530	11.451025	0.004927	27.5
316	-1.693709	11.432232	0.004916	28.8
317	-1.701711	11.413520	0.004872	27.4
318	-1.706679	11.394890	0.004718	27.3
319	-1.692789	11.376340	0.004892	27.3
320	-1.691296	11.357870	0.004770	30.3
321	-1.710366	11.339480	0.004898	28.8
322	-1.689808	11.321169	0.004669	27.8
323	-1.713734	11.302936	0.004895	30.4
324	-1.680415	11.284782	0.004936	27.1
325	-1.706686	11.266705	0.005007	27.8
326	-1.697640	11.248704	0.004819	27.3
327	-1.678023	11.230780	0.004821	27.2
328	-1.682535	11.212932	0.004897	28.4
329	-1.696386	11.195159	0.004871	40.7
330	-1.710119	11.177461	0.004784	27.4
331	-1.694732	11.159837	0.005106	27.5
332	-1.693479	11.142287	0.004623	27.3
333	-1.684249	11.124810	0.004690	27.6
334	-1.696250	11.107406	0.004824	27.4
335	-1.703031	11.090074	0.004984	27.7
336	-1.696897	11.072814	0.004723	27.6
337	-1.689956	11.055625	0.004706	27.3
338	-1.699780	11.038507	0.004842	27.6
339	-1.717742	11.021459	0.004860	30.3
340	-1.694990	11.004481	0.004736	27.5
341	-1.682532	10.987573	0.004570	27.9
342	-1.692810	10.970734	0.004622	27.4
343	-1.708370	10.953963	0.004757	27.8
344	-1.694862	10.937260	0.004643	27.3
345	-1.692588	10.920625	0.004638	28.0
346	-1.701788	10.904057	0.004613	29.3
347	-1.676068	10.887556	0.004555	27.7
348	-1.687275	10.871120	0.004794	27.2
349	-1.699832	10.854751	0.004575	28.1
350	-1.696301	10.838448	0.004665	27.5
351	-1.705545	10.822209	0.004703	27.5
352	-1.707660	10.806035	0.004677	27.4
353	-1.693638	10.789925	0.004695	27.4
354	-1.697853	10.773878	0.004646	30.4
355	-1.711533	10.757895	0.004672	27.4
356	-1.693184	10.741975	0.004583	30.0
357	-1.699993	10.726118	0.004512	31.0
358	-1.687659	10.710323	0.004542	27.6
359	-1.710717	10.694589	0.004543	27.4
360	-1.695486	10.678917	0.004592	27.6
361	-1.708254	10.663306	0.004684	28.3
362	-1.711235	10.647755	0.004554	27.4
363	-1.683198	10.632265	0.004617	28.0
364	-1.703785	10.616834	0.004436	27.4
365	-1.691146	10.601463	0.004713	27.5
366	-1.700920	10.586151	0.004445	27.5
367	-1.705932	10.570898	0.004494	27.1
368	-1.689932	10.555703	0.004458	27.9
369	-1.702641	10.540566	0.004493	27.4
370	-1.710958	10.525486	0.004551	30.1
371	-1.703789	10.510464	0.004520	28.1
372	-1.704871	10.495499	0.004538	29.0
373	-1.691451	10.480590	0.004375	30.4
374	-1.705825	10.465738	0.004594	27.3
375	-1.706591	10.450941	0.004658	27.5
376	-1.696792	10.436200	0.004616	28.1
377	-1.690272	10.421515	0.004540	27.4
378	-1.713016	10.406884	0.004304	27.7
379	-1.696333	10.392307	0.004389	28.5
380	-1.708483	10.377785	0.004505	27.8
381	-1.721552	10.363317	0.004549	27.6
382	-1.698406	10.348902	0.004381	27.4
383	-1.702019	10.334541	0.004570	27.8
384	-1.705179	10.320232	0.004487	27.7
385	-1.708091	10.305976	0.004469	28.1
386	-1.711783	10.291772	0.004462	27.4
387	-1.715238	10.277620	0.004401	30.6
388	-1.705482	10.263520	0.004410	27.5
389	-1.698983	10.249472	0.004331	27.3
390	-1.706220	10.235474	0.004547	30.3
391	-1.703831	10.221527	0.004370	27.6
392	-1.709479	10.207631	0.004224	27.5
393	-1.718741	10.193784	0.004330	27.6
394	-1.703934	10.179988	0.004359	37.2
395	-1.692990	10.166241	0.004138	27.3
396	-1.697165	10.152544	0.004356	27.2
397	-1.701043	10.138895	0.004331	28.1
398	-1.708781	10.125295	0.004255	27.6
399	-1.708381	10.111744	0.004278	27.1
400	-1.703932	10.098241	0.004316	27.5
401	-1.704441	10.084785	0.004260	27.5
402	-1.713299	10.071377	0.004433	27.1
403	-1.689417	10.058017	0.004263	27.5
404	-1.714649	10.044704	0.004349	30.6
405	-1.704314	10.031437	0.004344	27.7
406	-1.716654	10.018217	0.004265	31.2
407	-1.705311	10.005043	0.004301	27.3
408	-1.718947	9.991916	0.004420	28.0
409	-1.717132	9.978834	0.004268	27.9
410	-1.711137	9.965797	0.004247	27.7
411	-1.707326	9.952806	0.004266	27.6
412	-1.718932	9.939859	0.004186	28.1
413	-1.704498	9.926958	0.004151	28.8
414	-1.718192	9.914100	0.004541	28.0
415	-1.723404	9.901287	0.004337	27.5
416	-1.729653	9.888518	0.004285	27.7
417	-1.710196	9.875793	0.004230	27.7
418	-1.709991	9.863111	0.004072	27.9
419	-1.697044	9.850473	0.004151	27.9
420	-1.709510	9.837877	0.004147	28.7
421	-1.722324	9.825325	0.004300	30.9
422	-1.696291	9.812814	0.004239	27.5
423	-1.713451	9.800346	0.004417	30.1
424	-1.709692	9.787921	0.004185	27.7
425	-1.685828	9.775537	0.004097	28.0
426	-1.722002	9.763194	0.004240	27.6
427	-1.706105	9.750893	0.004152	28.0
428	-1.700452	9.738633	0.004050	28.8
429	-1.713190	9.726414	0.004259	27.9
430	-1.706289	9.714236	0.004226	28.6
431	-1.721089	9.702098	0.004062	28.2
432	-1.711283	9.690001	0.004168	27.8
433	-1.708919	9.677944	0.004222	27.7
434	-1.704691	9.665926	0.004246	28.1
435	-1.722343	9.653948	0.004275	27.8
436	-1.692112	9.642010	0.004205	27.9
437	-1.700453	9.630110	0.004139	30.0
438	-1.731687	9.618250	0.004256	27.6
439	-1.727825	9.606428	0.004226	28.0
440	-1.719509	9.594645	0.004092	29.4
441	-1.708581	9.582901	0.004186	27.6
442	-1.724882	9.571195	0.004177	27.6
443	-1.704918	9.559526	0.004065	27.4
444	-1.722891	9.547896	0.004000	27.4
445	-1.705016	9.536303	0.004037	27.3
446	-1.708401	9.524747	0.003997	28.0
447	-1.703195	9.513228	0.003886	27.6
448	-1.703172	9.501747	0.004152	27.5
449	-1.707381	9.490302	0.004113	27.4
450	-1.725820	9.478894	0.004113	28.2
451	-1.707106	9.467523	0.004056	27.4
452	-1.702572	9.456187	0.004135	27.3
453	-1.722478	9.444888	0.003960	27.5
454	-1.711614	9.433624	0.003941	28.0
455	-1.720269	9.422397	0.004051	27.3
456	-1.713387	9.411204	0.004111	27.2
457	-1.725078	9.400047	0.004112	30.0
458	-1.713760	9.388925	0.004013	27.8
459	-1.706500	9.377838	0.003948	37.9
460	-1.710841	9.366786	0.004044	28.9
461	-1.720566	9.355769	0.003999	28.3
462	-1.720293	9.344786	0.004222	28.0
463	-1.714777	9.333837	0.004135	27.7
464	-1.719452	9.322922	0.003984	27.6
465	-1.713972	9.312041	0.003959	28.4
466	-1.714616	9.301194	0.004085	27.5
467	-1.711845	9.290380	0.003949	27.9
468	-1.708820	9.279600	0.004120	27.8
469	-1.724076	9.268853	0.004016	27.8
470	-1.713601	9.258139	0.003997	28.0
471	-1.728364	9.247458	0.003953	31.7
472	-1.718812	9.236809	0.004033	29.7
473	-1.723498	9.226193	0.004007	30.2
474	-1.721814	9.215610	0.004191	27.6
475	-1.713207	9.205059	0.003964	27.4
476	-1.718688	9.194540	0.003748	27.1
477	-1.714066	9.184053	0.003840	28.4
478	-1.729053	9.173597	0.003978	27.5
479	-1.721524	9.163174	0.003856	27.8
480	-1.729090	9.152781	0.004004	27.9
481	-1.703132	9.142420	0.003835	27.5
482	-1.711562	9.132091	0.004021	27.4
483	-1.727763	9.121792	0.004097	28.5
484	-1.707440	9.111524	0.003856	27.8
485	-1.699784	9.101287	0.003672	27.4
486	-1.712334	9.091080	0.003713	27.3
487	-1.708621	9.080904	0.003969	27.8
488	-1.708922	9.070757	0.003761	30.4
489	-1.708299	9.060642	0.003801	27.6
490	-1.708624	9.050556	0.003838	30.1
491	-1.717974	9.040499	0.003934	27.0
492	-1.727021	9.030473	0.003855	27.4
493	-1.712488	9.020476	0.003778	28.0
494	-1.716553	9.010508	0.003895	27.5
495	-1.721082	9.000570	0.003722	27.1
496	-1.730793	8.990661	0.003761	27.5
497	-1.716760	8.980781	0.003961	27.6
498	-1.729197	8.970929	0.003870	27.6
499	-1.707820	8.961107	0.003813	27.7
