1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
515	-1.066975	243.490409	2.906489	0.004485	19.3
516	-1.073901	243.479435	2.906609	0.002501	19.1
517	-1.071184	243.468461	2.906730	0.004300	19.2
518	-1.071674	244.468461	2.895780	0.002768	19.3
519	-1.067931	244.457487	2.895900	0.004306	19.4
520	-1.068631	245.457487	2.885032	0.005053	22.2
521	-1.071104	245.446513	2.885151	0.003830	18.9
522	-1.068991	245.435539	2.885270	0.004113	20.0
523	-1.072671	245.512606	2.884435	0.002749	22.8
524	-1.071490	246.494743	2.873845	0.005162	18.9
525	-1.069976	246.483769	2.873963	0.003889	19.2
526	-1.073936	246.472795	2.874081	0.003187	19.4
527	-1.070074	246.461821	2.874199	0.002545	19.3
528	-1.071938	247.032480	2.868079	0.004242	19.4
529	-1.071927	247.216309	2.866113	0.003903	19.6
530	-1.072906	247.205335	2.866231	0.003298	19.1
531	-1.069568	248.205335	2.855584	0.003097	19.9
532	-1.074165	248.194362	2.855700	0.005189	20.9
533	-1.064170	248.183404	2.855816	0.005056	19.1
534	-1.071514	248.172430	2.855933	0.004916	19.5
535	-1.077812	249.172430	2.845362	0.002554	19.3
536	-1.062865	250.172430	2.834869	0.005323	19.2
537	-1.071384	250.374773	2.832755	0.004827	19.2
538	-1.072455	250.363799	2.832870	0.006750	19.1
539	-1.069875	251.363799	2.822469	0.006977	19.5
540	-1.066983	251.352825	2.822583	0.004905	19.1
541	-1.074431	251.342009	2.822695	0.004319	19.3
542	-1.072046	251.333323	2.822785	0.005042	23.1
543	-1.069314	251.322365	2.822898	0.004664	19.1
544	-1.075456	251.311391	2.823012	0.006636	19.4
545	-1.074343	252.311391	2.812683	0.004010	19.0
546	-1.070782	253.311307	2.802431	0.001819	22.3
547	-1.079846	253.304084	2.802504	0.004344	19.1
548	-1.076882	253.293111	2.802616	0.003019	19.8
549	-1.065384	253.282137	2.802729	0.001653	19.0
550	-1.065096	253.271163	2.802841	0.006475	19.1
551	-1.075080	254.271163	2.792659	0.003960	19.2
552	-1.073299	254.260189	2.792770	0.003357	19.6
553	-1.073266	255.260189	2.782661	0.001996	19.3
554	-1.079684	255.254263	2.782720	0.003654	19.5
555	-1.078551	255.243289	2.782831	0.002341	19.5
556	-1.075277	255.232315	2.782942	0.003721	19.5
557	-1.070457	255.609829	2.779143	0.001544	19.9
558	-1.073399	256.609630	2.769134	0.002490	19.2
559	-1.071558	256.647471	2.768757	0.001676	19.1
560	-1.069446	256.636622	2.768865	0.007203	20.0
561	-1.077247	257.635215	2.758942	0.005873	19.2
562	-1.070396	258.635215	2.749076	0.002983	19.0
563	-1.080477	258.624241	2.749184	0.001686	19.2
564	-1.071185	258.773468	2.747717	0.003787	19.4
565	-1.076397	258.762494	2.747825	0.002650	20.3
566	-1.075427	258.751520	2.747933	0.002622	21.6
567	-1.075466	258.740546	2.748041	0.001719	19.0
568	-1.068426	258.729580	2.748148	0.001722	21.0
569	-1.068120	258.719233	2.748250	0.003100	22.2
570	-1.071429	259.719000	2.738462	0.004661	19.0
571	-1.070494	260.719000	2.728742	0.003305	19.1
572	-1.083835	261.719000	2.719090	0.003354	19.3
573	-1.078156	262.719000	2.709506	0.001782	19.7
574	-1.070988	262.708027	2.709611	0.005105	19.5
575	-1.070574	262.697102	2.709715	0.002957	18.9
576	-1.067587	262.686128	2.709820	0.004145	19.1
577	-1.064394	263.685889	2.700304	0.002442	19.5
578	-1.075969	263.674915	2.700408	0.004701	21.9
579	-1.066130	263.663941	2.700512	0.004767	19.4
580	-1.069097	264.663941	2.691058	0.003892	20.0
581	-1.077367	265.663941	2.681671	0.002851	19.9
582	-1.072014	266.663941	2.672349	0.001877	19.5
583	-1.070649	266.652968	2.672451	0.004174	19.2
584	-1.070740	266.693510	2.672074	0.005982	19.5
585	-1.073953	267.693509	2.662818	0.001857	19.2
586	-1.073034	268.693508	2.653627	0.001750	19.4
587	-1.078806	268.683024	2.653723	0.001285	19.7
588	-1.074731	268.672097	2.653823	0.004328	21.6
589	-1.076198	268.661152	2.653923	0.002689	19.1
590	-1.075155	269.661152	2.644792	0.003144	19.8
591	-1.071854	269.650179	2.644892	0.003106	23.8
592	-1.068863	270.650179	2.635823	0.002381	19.2
593	-1.070394	270.639466	2.635920	0.002272	18.8
594	-1.061667	270.628492	2.636019	0.008346	19.5
595	-1.069281	270.617518	2.636119	0.008221	19.2
596	-1.066867	271.617518	2.627110	0.005449	19.8
597	-1.067456	272.617518	2.618162	0.008200	19.4
598	-1.070529	273.617518	2.609276	0.003367	19.4
599	-1.070211	273.606544	2.609373	0.001464	19.2
600	-1.072033	274.552787	2.601019	0.001780	19.6
601	-1.075474	274.541813	2.601115	0.003522	21.2
602	-1.068083	274.535708	2.601169	0.001268	19.5
603	-1.068027	274.524734	2.601266	0.003637	19.4
604	-1.059424	274.516204	2.601341	0.005647	19.2
605	-1.075407	275.516204	2.592568	0.004275	19.8
606	-1.069269	275.505230	2.592664	0.001916	19.9
607	-1.075502	275.494313	2.592759	0.005976	19.4
608	-1.068869	276.433525	2.584572	0.002703	19.2
609	-1.072821	276.422552	2.584667	0.003150	19.3
610	-1.070155	276.423419	2.584660	0.001131	19.1
611	-1.072859	276.412643	2.584754	0.006428	22.6
612	-1.076408	276.401669	2.584849	0.004350	18.9
613	-1.066100	277.401669	2.576187	0.003658	19.9
614	-1.071002	277.390695	2.576281	0.001360	22.7
615	-1.083078	277.379873	2.576375	0.002124	19.4
616	-1.072056	277.369431	2.576465	0.004641	19.1
617	-1.068280	278.369431	2.567859	0.006083	19.2
618	-1.070454	279.369431	2.559310	0.004062	18.9
619	-1.075289	279.358457	2.559403	0.005813	19.5
620	-1.065941	280.358269	2.550912	0.002752	19.3
621	-1.074933	280.347295	2.551005	0.002879	19.1
622	-1.064542	280.336321	2.551098	0.002435	22.3
623	-1.066975	280.325462	2.551190	0.001463	19.3
624	-1.067411	280.336014	2.551100	0.005109	20.4
625	-1.074845	280.325046	2.551193	0.001434	19.3
626	-1.073598	281.325046	2.542755	0.002777	19.0
627	-1.080066	281.314072	2.542847	0.003426	19.2
628	-1.070498	282.314072	2.534463	0.004939	19.4
629	-1.073060	283.314072	2.526135	0.004317	19.1
630	-1.068157	283.303098	2.526226	0.002885	19.1
631	-1.071409	284.303098	2.517951	0.007239	19.1
632	-1.072992	284.292124	2.518042	0.006808	19.0
633	-1.070925	285.292124	2.509821	0.002832	19.2
634	-1.070921	286.292124	2.501653	0.002882	21.0
635	-1.075458	286.281165	2.501743	0.006695	19.1
636	-1.071590	287.281165	2.493627	0.003445	19.6
637	-1.079679	287.325578	2.493268	0.003685	23.6
638	-1.071336	288.325578	2.485208	0.004807	19.2
639	-1.066442	288.385566	2.484726	0.003820	19.9
640	-1.067143	288.374592	2.484814	0.003490	19.6
641	-1.073424	289.374592	2.476808	0.002836	19.2
642	-1.075163	289.363618	2.476896	0.003061	19.6
643	-1.073612	290.363618	2.468941	0.002070	19.5
644	-1.072558	290.363369	2.468943	0.001784	19.3
645	-1.073174	290.357142	2.468992	0.004317	19.6
646	-1.074177	290.346190	2.469079	0.003920	19.6
647	-1.071047	291.346190	2.461174	0.002693	19.5
648	-1.076862	292.346190	2.453320	0.003122	19.5
649	-1.074092	293.343507	2.445536	0.003758	19.6
650	-1.074853	294.341814	2.437794	0.003203	19.0
651	-1.074562	294.330840	2.437879	0.002680	19.1
652	-1.076946	295.330840	2.430172	0.002137	19.6
653	-1.074940	296.330837	2.422514	0.004103	19.3
654	-1.078594	297.330836	2.414904	0.002466	19.5
655	-1.072965	297.319862	2.414987	0.005954	19.3
656	-1.070010	297.308888	2.415070	0.002721	19.5
657	-1.067685	298.308888	2.407507	0.008327	21.9
658	-1.072698	298.297915	2.407590	0.004870	20.4
659	-1.074683	298.286941	2.407672	0.003513	19.1
660	-1.065887	299.286941	2.400155	0.002305	22.5
661	-1.072885	299.275967	2.400237	0.001857	19.8
662	-1.075217	299.332812	2.399812	0.003110	19.0
663	-1.069159	299.321838	2.399894	0.002086	19.2
664	-1.081261	299.310891	2.399976	0.003050	19.2
665	-1.066260	299.378549	2.399469	0.004406	19.1
666	-1.070214	300.377137	2.392013	0.005440	19.4
667	-1.071827	301.377137	2.384593	0.003138	20.8
668	-1.077606	301.366394	2.384673	0.001478	20.4
669	-1.067222	301.370831	2.384640	0.002526	19.4
670	-1.074736	301.382566	2.384553	0.003514	20.8
671	-1.067598	302.382564	2.377179	0.005320	33.0
672	-1.075186	303.382522	2.369851	0.003685	25.1
673	-1.068166	303.371548	2.369932	0.004762	31.4
674	-1.072515	304.183634	2.364013	0.001624	36.1
675	-1.071200	304.172660	2.364093	0.003290	32.9
676	-1.069977	305.172597	2.356845	0.004035	34.4
677	-1.075087	306.172597	2.349642	0.003706	33.7
678	-1.074494	307.172595	2.342482	0.004094	36.2
679	-1.073663	307.161621	2.342560	0.003971	19.4
680	-1.066365	307.150647	2.342639	0.002642	36.1
681	-1.070370	308.129802	2.335669	0.004201	35.9
682	-1.069308	309.129802	2.328594	0.002863	36.0
683	-1.073023	310.129802	2.321562	0.006694	35.8
684	-1.066854	310.118828	2.321639	0.003365	34.3
685	-1.072163	311.118828	2.314649	0.003039	36.7
686	-1.072398	311.108545	2.314720	0.004726	24.7
687	-1.072553	312.108545	2.307771	0.001156	36.3
688	-1.065384	312.097571	2.307847	0.001930	35.8
689	-1.070825	312.127823	2.307638	0.003587	35.8
690	-1.071456	312.116854	2.307714	0.003514	36.1
691	-1.064812	312.105880	2.307790	0.003268	35.9
692	-1.075264	312.094906	2.307866	0.002635	36.3
693	-1.070471	312.228435	2.306941	0.003756	37.8
694	-1.074539	313.222880	2.300077	0.003577	20.1
695	-1.073917	313.211906	2.300153	0.003293	19.3
696	-1.067238	314.211906	2.293291	0.006459	19.5
697	-1.075140	315.211906	2.286470	0.002291	19.1
698	-1.072153	315.200932	2.286544	0.003788	22.1
699	-1.072548	315.830900	2.282268	0.003150	26.1
700	-1.069172	316.830900	2.275512	0.002368	27.7
701	-1.076126	317.813122	2.268916	0.004977	20.9
702	-1.077859	317.802148	2.268989	0.003726	19.6
703	-1.067169	318.802148	2.262312	0.004660	19.1
704	-1.070677	318.791174	2.262385	0.003700	19.0
705	-1.070036	319.791174	2.255746	0.005276	19.3
706	-1.075272	320.791174	2.249146	0.002988	19.6
707	-1.066096	321.791174	2.242585	0.004251	19.2
708	-1.073447	322.791174	2.236062	0.004012	19.6
709	-1.070104	323.791174	2.229577	0.002701	22.9
710	-1.068089	323.780200	2.229648	0.003525	19.3
711	-1.077109	324.780200	2.223200	0.005005	19.3
712	-1.074795	324.769227	2.223270	0.003539	19.0
713	-1.061499	325.767159	2.216872	0.003883	23.3
714	-1.070075	325.756185	2.216942	0.003118	19.2
715	-1.070949	326.755857	2.210569	0.003352	19.2
716	-1.071246	326.744884	2.210639	0.003572	19.3
717	-1.071105	326.734988	2.210702	0.002249	23.6
718	-1.064746	326.754451	2.210578	0.003387	19.4
719	-1.071468	327.754450	2.204240	0.003488	19.9
720	-1.066796	327.743476	2.204309	0.002049	19.0
721	-1.068783	328.743476	2.198006	0.002595	19.6
722	-1.074919	328.732506	2.198075	0.001926	21.1
723	-1.073257	329.727932	2.191837	0.007694	19.2
724	-1.073644	330.685683	2.185868	0.005071	19.4
725	-1.073925	330.674709	2.185936	0.004761	19.3
726	-1.065188	330.663735	2.186004	0.004120	19.5
727	-1.075837	331.663735	2.179806	0.003441	19.4
728	-1.068308	331.652761	2.179873	0.002522	19.7
729	-1.075018	332.652761	2.173710	0.002839	19.1
730	-1.068979	332.641787	2.173777	0.004285	19.6
731	-1.072320	333.641787	2.167647	0.004329	19.8
732	-1.072220	334.641787	2.161552	0.010621	25.8
733	-1.071402	335.641787	2.155492	0.005696	19.4
734	-1.065223	336.641787	2.149465	0.002683	19.4
735	-1.074502	336.630813	2.149531	0.003764	20.3
736	-1.068186	337.630813	2.143537	0.003513	19.3
737	-1.071242	338.630813	2.137576	0.005869	19.5
738	-1.069378	339.630813	2.131649	0.002523	19.6
739	-1.070393	340.630813	2.125755	0.004529	19.3
740	-1.073815	341.630812	2.119893	0.002963	21.7
741	-1.076971	342.630812	2.114063	0.004405	25.8
742	-1.074318	343.630812	2.108265	0.004849	19.3
743	-1.072295	344.630812	2.102499	0.001768	19.6
744	-1.071779	344.619838	2.102562	0.003029	19.4
745	-1.068476	344.608864	2.102625	0.003831	19.6
746	-1.061508	345.608864	2.096890	0.005652	20.4
747	-1.071594	345.597890	2.096953	0.004918	19.4
748	-1.079416	346.597890	2.091248	0.002920	19.0
749	-1.071706	347.597890	2.085575	0.005189	19.3
750	-1.067910	347.586917	2.085637	0.003071	19.1
751	-1.078631	347.575943	2.085699	0.002928	19.0
752	-1.075156	347.564969	2.085761	0.003993	19.2
753	-1.072680	347.614439	2.085481	0.004401	19.5
754	-1.073096	347.603466	2.085543	0.004192	22.9
755	-1.071175	347.592492	2.085605	0.002680	19.2
756	-1.068085	348.591997	2.079965	0.004368	19.5
757	-1.074481	349.591997	2.074352	0.003319	19.2
758	-1.077096	350.591997	2.068770	0.007273	21.3
759	-1.070532	350.581023	2.068831	0.002617	21.4
760	-1.067292	351.581023	2.063278	0.004000	19.0
761	-1.077382	352.570997	2.057811	0.004013	19.5
762	-1.072046	352.560023	2.057871	0.002790	19.3
763	-1.075221	353.560023	2.052377	0.004841	19.2
764	-1.068074	353.549049	2.052437	0.004953	19.1
765	-1.075791	354.549049	2.046972	0.004053	19.7
766	-1.072943	354.538076	2.047032	0.005533	19.1
767	-1.072701	355.538076	2.041595	0.002169	21.3
768	-1.074993	355.547105	2.041546	0.004183	20.6
769	-1.070509	356.547105	2.036139	0.005840	19.0
770	-1.071550	357.547105	2.030760	0.003927	19.0
771	-1.069776	358.547105	2.025410	0.004280	19.2
772	-1.075860	359.547105	2.020087	0.003915	19.6
773	-1.072941	359.536131	2.020146	0.002582	19.5
774	-1.073418	359.525157	2.020204	0.003538	19.3
775	-1.063906	360.525157	2.014909	0.003535	19.0
776	-1.070035	361.525157	2.009641	0.002091	19.5
777	-1.067225	362.525131	2.004402	0.004565	27.9
778	-1.073542	362.514157	2.004459	0.002385	19.1
779	-1.076205	362.503183	2.004516	0.003795	19.5
780	-1.074021	362.492209	2.004574	0.004707	19.5
781	-1.067743	362.481235	2.004631	0.006521	19.2
782	-1.071687	363.481235	1.999417	0.002408	21.7
783	-1.073159	364.481165	1.994231	0.003683	19.6
784	-1.068442	364.470191	1.994287	0.001613	19.2
785	-1.071399	364.459235	1.994344	0.001767	19.2
786	-1.067626	364.467958	1.994299	0.005951	20.5
787	-1.076074	365.467824	1.989139	0.004257	19.2
788	-1.071662	365.456851	1.989196	0.003789	19.7
789	-1.064347	365.445877	1.989252	0.005899	19.8
790	-1.074240	366.445877	1.984118	0.002664	19.2
791	-1.073286	367.445877	1.979010	0.003041	19.2
792	-1.073832	368.445877	1.973929	0.003572	19.2
793	-1.065807	369.445877	1.968873	0.006425	19.6
794	-1.066336	370.445877	1.963843	0.002671	19.3
795	-1.066916	371.445875	1.958839	0.002798	19.2
796	-1.080512	371.434902	1.958894	0.002067	19.5
797	-1.061812	371.423928	1.958949	0.002413	19.7
798	-1.082098	371.412954	1.959004	0.001808	19.9
799	-1.072569	371.401980	1.959058	0.002546	19.2
800	-1.077963	371.866696	1.956741	0.002032	21.5
801	-1.067039	372.834501	1.951933	0.004242	19.4
802	-1.061992	373.834499	1.946989	0.005243	19.7
803	-1.066044	373.823525	1.947043	0.003123	23.9
804	-1.077708	374.823525	1.942124	0.004481	19.0
805	-1.067273	374.812551	1.942178	0.003447	19.4
806	-1.071762	375.812551	1.937283	0.003871	19.3
807	-1.078105	376.812551	1.932414	0.002469	19.1
808	-1.074682	377.812549	1.927568	0.003997	19.3
809	-1.075844	378.812531	1.922747	0.004261	19.7
810	-1.069337	379.812531	1.917950	0.002127	18.9
811	-1.076121	380.748445	1.913482	0.002989	19.2
812	-1.075034	380.737472	1.913534	0.001138	19.8
813	-1.071049	380.852139	1.912988	0.001280	21.4
814	-1.066257	380.842489	1.913034	0.001613	19.7
815	-1.072119	380.831518	1.913086	0.003334	20.0
816	-1.072903	381.761284	1.908670	0.003349	18.9
817	-1.073238	381.750310	1.908722	0.001881	19.7
818	-1.069346	381.739345	1.908774	0.004228	19.5
819	-1.069987	381.728373	1.908826	0.004440	19.2
820	-1.071988	381.717399	1.908878	0.001862	19.2
821	-1.072084	382.715158	1.904160	0.005609	19.1
822	-1.074176	383.715158	1.899455	0.003335	21.7
823	-1.066353	384.715158	1.894774	0.002615	20.2
824	-1.083043	385.715150	1.890115	0.003992	19.2
825	-1.067731	386.715150	1.885479	0.002820	19.0
826	-1.074042	386.704176	1.885530	0.004139	22.6
827	-1.076463	386.693202	1.885581	0.005673	19.0
828	-1.069269	386.682229	1.885631	0.003788	18.9
829	-1.074141	386.671256	1.885682	0.004492	19.2
830	-1.082995	387.671256	1.881068	0.001965	19.4
831	-1.069807	387.660282	1.881118	0.003803	20.8
832	-1.070814	387.649308	1.881169	0.005817	19.5
833	-1.066646	388.649308	1.876577	0.002192	20.5
834	-1.066990	389.649308	1.872007	0.003751	19.1
835	-1.070625	389.846690	1.871108	0.004219	19.4
836	-1.072738	390.846690	1.866564	0.003427	19.3
837	-1.068775	391.846690	1.862043	0.002994	19.1
838	-1.069946	391.836841	1.862088	0.001885	19.0
839	-1.076301	391.835355	1.862094	0.002110	19.7
840	-1.074570	391.824515	1.862143	0.001626	19.3
841	-1.075543	392.178535	1.860548	0.000851	19.1
842	-1.072574	392.167858	1.860596	0.004702	19.1
843	-1.077552	392.161207	1.860626	0.004355	19.1
844	-1.074877	392.151488	1.860670	0.004234	19.8
845	-1.067726	392.140514	1.860719	0.004065	19.1
846	-1.061890	393.140514	1.856226	0.005628	21.7
847	-1.069861	393.129540	1.856275	0.006112	19.1
848	-1.072642	394.129540	1.851804	0.003492	19.4
849	-1.067581	394.118568	1.851853	0.005301	22.8
850	-1.071862	395.118568	1.847402	0.002850	18.9
851	-1.066962	396.118568	1.842973	0.002100	19.8
852	-1.071014	396.107594	1.843022	0.004769	19.7
853	-1.069225	396.097138	1.843068	0.002346	19.4
854	-1.070990	397.097138	1.838660	0.002186	19.2
855	-1.071149	397.086164	1.838708	0.003935	19.2
856	-1.068290	398.086164	1.834321	0.004127	19.8
857	-1.072410	398.075191	1.834369	0.004503	19.5
858	-1.071073	399.065242	1.830045	0.002749	20.6
859	-1.068637	400.062327	1.825712	0.002282	19.3
860	-1.073363	401.062326	1.821386	0.004170	19.8
861	-1.074822	402.062326	1.817081	0.004969	19.5
862	-1.073578	403.062326	1.812796	0.002578	19.2
863	-1.077289	404.062326	1.808531	0.004439	19.7
864	-1.072622	404.051352	1.808578	0.003583	19.6
865	-1.076172	404.040378	1.808624	0.003821	19.2
866	-1.068575	404.029404	1.808671	0.004967	19.4
867	-1.077170	404.018430	1.808718	0.004891	19.8
868	-1.073924	405.018428	1.804472	0.002741	22.6
869	-1.068691	405.479335	1.802522	0.005120	19.6
870	-1.078909	406.478992	1.798307	0.001348	19.0
871	-1.070501	406.468163	1.798352	0.004746	19.4
872	-1.071080	406.457395	1.798398	0.002816	22.8
873	-1.075680	407.457395	1.794200	0.002324	19.2
874	-1.072270	407.446421	1.794246	0.003686	19.0
875	-1.065810	407.832375	1.792631	0.002462	19.3
876	-1.066137	408.832375	1.788461	0.005360	20.5
877	-1.071159	408.821401	1.788507	0.001325	19.4
878	-1.071260	409.820216	1.784360	0.003386	19.4
879	-1.080730	409.809243	1.784405	0.003915	18.9
880	-1.071720	410.693209	1.780752	0.003781	19.3
881	-1.070761	411.693189	1.776636	0.004713	19.4
882	-1.077640	412.693189	1.772540	0.003856	19.1
883	-1.073446	413.693189	1.768462	0.003494	19.1
884	-1.068642	413.682215	1.768507	0.003860	19.4
885	-1.076757	413.671241	1.768551	0.004257	19.7
886	-1.073974	413.660267	1.768596	0.003792	19.3
887	-1.075837	413.664711	1.768578	0.005042	19.2
888	-1.072646	413.656576	1.768611	0.002381	19.4
889	-1.075148	414.628782	1.764664	0.003426	19.5
890	-1.077533	415.628754	1.760622	0.004066	19.1
891	-1.076518	416.628754	1.756599	0.003444	23.7
892	-1.071385	417.628754	1.752595	0.007257	19.9
893	-1.068797	417.617780	1.752638	0.001799	19.2
894	-1.064606	417.606806	1.752682	0.004824	25.1
895	-1.068899	417.624866	1.752610	0.003102	19.9
896	-1.071457	417.613968	1.752654	0.002515	19.4
897	-1.075623	418.613968	1.748667	0.001923	19.3
898	-1.070603	418.602994	1.748711	0.004805	20.4
899	-1.066758	419.602994	1.744742	0.002309	19.1
900	-1.077258	420.602994	1.740791	0.006257	19.2
901	-1.079420	421.578965	1.736952	0.003985	19.1
902	-1.074405	421.567991	1.736995	0.002405	19.7
903	-1.076826	421.557017	1.737038	0.002212	19.4
904	-1.070358	422.556816	1.733123	0.001739	20.3
905	-1.067787	423.400032	1.729834	0.001850	19.9
906	-1.073608	423.407855	1.729804	0.002318	19.4
907	-1.070563	423.441987	1.729671	0.004239	19.3
908	-1.071765	423.431013	1.729714	0.007892	19.4
909	-1.076953	424.431013	1.725830	0.001094	19.4
910	-1.075914	424.420039	1.725873	0.001612	19.5
911	-1.068639	424.448576	1.725762	0.005383	19.7
912	-1.072927	424.437602	1.725805	0.003768	19.5
913	-1.072576	424.426628	1.725847	0.005806	22.1
914	-1.072408	425.426628	1.721981	0.003538	22.0
915	-1.066589	425.415663	1.722024	0.008318	19.4
916	-1.074402	426.415663	1.718175	0.003060	22.0
917	-1.066218	427.415663	1.714343	0.003287	29.4
918	-1.071771	427.404689	1.714385	0.001693	19.1
919	-1.071507	427.393716	1.714427	0.003188	19.5
920	-1.078278	427.382742	1.714469	0.004816	20.9
921	-1.070705	427.371768	1.714511	0.001792	19.2
922	-1.069910	427.360794	1.714553	0.002707	20.4
923	-1.063321	427.349820	1.714595	0.002818	19.5
924	-1.072757	428.349779	1.710779	0.003332	19.1
925	-1.072105	428.338830	1.710821	0.002726	19.3
926	-1.071210	428.994018	1.708330	0.004740	19.3
927	-1.070530	428.983044	1.708372	0.005010	19.6
928	-1.074677	429.721324	1.705574	0.005548	19.0
929	-1.069340	430.721324	1.701798	0.003869	19.2
930	-1.075087	430.710350	1.701839	0.001480	19.2
931	-1.077929	431.705402	1.698099	0.003225	19.3
932	-1.072842	431.694471	1.698140	0.004099	19.4
933	-1.063929	431.683497	1.698181	0.001827	19.6
934	-1.069866	432.683497	1.694438	0.003241	18.9
935	-1.071338	432.672523	1.694479	0.003624	19.5
936	-1.068677	433.640255	1.690872	0.001958	22.7
937	-1.074267	434.640255	1.687161	0.004900	19.9
938	-1.076014	434.629282	1.687201	0.003096	19.3
939	-1.070295	435.629282	1.683507	0.003118	24.5
940	-1.070878	435.618308	1.683547	0.003721	18.9
941	-1.075713	435.607334	1.683587	0.001655	19.8
942	-1.073199	436.606676	1.679911	0.001373	18.8
943	-1.064834	436.595708	1.679951	0.003457	19.2
944	-1.067887	436.584734	1.679991	0.003116	19.5
945	-1.070360	437.584671	1.676328	0.004865	19.3
946	-1.075332	438.584671	1.672681	0.002481	19.1
947	-1.068892	439.584671	1.669049	0.007218	19.4
948	-1.077381	439.573727	1.669089	0.002014	20.0
949	-1.072961	439.562753	1.669128	0.003811	20.3
950	-1.073408	440.556722	1.665534	0.003163	19.8
951	-1.071866	441.556722	1.661933	0.004903	19.4
952	-1.076797	441.545748	1.661973	0.003946	19.5
953	-1.079591	442.545748	1.658387	0.002733	19.5
954	-1.072618	442.534775	1.658427	0.001641	20.4
955	-1.067884	442.523801	1.658466	0.006160	19.3
956	-1.074717	443.523801	1.654896	0.004480	20.0
957	-1.078422	443.512827	1.654935	0.002825	19.1
958	-1.077867	444.512827	1.651380	0.004061	19.6
959	-1.073626	444.501853	1.651419	0.004066	23.8
960	-1.071280	444.490879	1.651457	0.003841	19.2
961	-1.066539	444.479905	1.651496	0.005303	19.7
962	-1.069325	444.821626	1.650285	0.005268	22.7
963	-1.066792	445.821626	1.646750	0.002380	19.7
964	-1.071990	446.478462	1.644436	0.006493	19.8
965	-1.078200	447.478462	1.640926	0.006741	20.9
966	-1.067103	447.504761	1.640834	0.003259	19.2
967	-1.074383	448.504761	1.637339	0.001428	21.1
968	-1.067992	448.493788	1.637377	0.003329	19.4
969	-1.068430	448.483764	1.637412	0.001572	19.5
970	-1.071067	448.472790	1.637450	0.002185	19.3
971	-1.073273	448.461816	1.637489	0.005106	19.4
972	-1.077845	449.461816	1.634008	0.002665	19.5
973	-1.070384	449.453203	1.634038	0.002560	19.5
974	-1.070489	449.507343	1.633850	0.006089	19.3
975	-1.073279	449.496369	1.633888	0.003850	19.6
976	-1.076294	449.485395	1.633926	0.001993	19.5
977	-1.079569	449.787980	1.632876	0.004195	19.5
978	-1.072145	450.787980	1.629415	0.004181	19.3
979	-1.071570	451.787980	1.625969	0.002718	19.4
980	-1.069626	452.787980	1.622537	0.002515	19.2
981	-1.079186	452.777006	1.622574	0.005301	22.9
982	-1.070728	453.777006	1.619157	0.002189	19.7
983	-1.069596	453.766032	1.619194	0.002164	19.2
984	-1.064498	453.755060	1.619232	0.005449	19.5
985	-1.074789	453.744086	1.619269	0.002385	19.9
986	-1.076035	454.593056	1.616378	0.002214	19.3
987	-1.069015	455.584693	1.613015	0.004187	19.3
988	-1.074336	456.584693	1.609638	0.001833	19.3
989	-1.077881	456.575129	1.609670	0.001947	19.4
990	-1.073216	456.564305	1.609707	0.003655	19.3
991	-1.074193	457.559048	1.606361	0.000838	19.7
992	-1.074026	457.587936	1.606264	0.005483	19.2
993	-1.081774	457.576983	1.606300	0.004505	19.2
994	-1.073271	458.576983	1.602951	0.000993	20.9
995	-1.062686	458.566011	1.602988	0.004535	19.2
996	-1.078068	458.596634	1.602885	0.003779	19.9
997	-1.066837	459.596634	1.599550	0.005038	19.2
998	-1.075963	459.585660	1.599587	0.006031	19.4
999	-1.076780	460.585660	1.596265	0.004603	19.4
