1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
84	-1.059510	45.023508	11.643404	0.013229	20.7
85	-1.060974	46.023508	11.469683	0.007915	18.9
86	-1.065252	47.023508	11.301069	0.004818	20.1
87	-1.064957	47.012534	11.302893	0.005187	19.5
88	-1.059107	47.001560	11.304717	0.005171	21.1
89	-1.072359	46.990586	11.306541	0.004550	19.1
90	-1.067199	46.979613	11.308367	0.006405	19.3
91	-1.069973	46.968639	11.310192	0.004577	24.2
92	-1.061474	46.957665	11.312019	0.006093	19.3
93	-1.059158	46.946691	11.313846	0.007332	19.4
94	-1.063787	47.946691	11.149750	0.006053	19.6
95	-1.065832	48.946691	10.990347	0.004427	19.6
96	-1.059287	48.935721	10.992070	0.006708	19.2
97	-1.062399	48.924747	10.993796	0.007233	19.2
98	-1.066694	49.924747	10.838789	0.004413	19.4
99	-1.067570	49.913773	10.840466	0.005116	19.7
100	-1.061699	49.902799	10.842144	0.005731	20.1
101	-1.061213	49.891825	10.843823	0.005607	22.5
102	-1.072714	49.880851	10.845501	0.005587	19.9
103	-1.059925	49.974668	10.831165	0.004060	20.1
104	-1.065376	49.963695	10.832840	0.007534	19.5
105	-1.059584	49.952721	10.834516	0.005838	19.3
106	-1.063353	50.952721	10.683938	0.005299	19.6
107	-1.071639	50.941747	10.685567	0.004219	19.6
108	-1.068193	50.930773	10.687197	0.004251	19.6
109	-1.067507	50.919799	10.688828	0.003899	19.3
110	-1.061749	50.908825	10.690459	0.006050	23.4
111	-1.065389	50.897851	10.692091	0.005159	19.6
112	-1.061233	51.897851	10.545419	0.004487	19.6
113	-1.065693	51.886877	10.547007	0.007591	21.6
114	-1.061745	52.886847	10.404265	0.006779	19.2
115	-1.068282	53.886847	10.265332	0.004142	19.6
116	-1.067720	53.875873	10.266837	0.005508	19.4
117	-1.065762	53.864899	10.268342	0.005470	19.3
118	-1.062857	54.864899	10.132991	0.003380	23.0
119	-1.057180	54.853926	10.134457	0.005129	19.4
120	-1.059835	54.842952	10.135924	0.004146	19.9
121	-1.067473	54.831978	10.137391	0.003212	19.5
122	-1.062608	54.821004	10.138858	0.005932	19.6
123	-1.069687	54.810030	10.140325	0.005178	19.5
124	-1.065594	55.810030	10.008307	0.003473	19.1
125	-1.068726	55.799056	10.009737	0.003608	19.3
126	-1.069934	55.788082	10.011168	0.007186	19.3
127	-1.068449	55.791395	10.010736	0.003641	19.3
128	-1.069578	56.705366	9.892990	0.004077	19.5
129	-1.065969	56.694392	9.894387	0.004245	20.7
130	-1.074587	56.958880	9.860819	0.004069	19.3
131	-1.070077	56.948036	9.862190	0.005498	19.2
132	-1.068861	57.948036	9.737270	0.005032	20.0
133	-1.062987	58.946949	9.615606	0.005539	23.2
134	-1.064365	59.946949	9.496817	0.011296	19.4
135	-1.069725	60.946949	9.380927	0.011061	19.3
136	-1.071582	61.946949	9.267832	0.002932	24.2
137	-1.074056	61.935975	9.269058	0.004440	19.9
138	-1.065178	61.925271	9.270255	0.003143	19.1
139	-1.070926	61.914297	9.271482	0.003901	19.4
140	-1.073250	61.903323	9.272709	0.002650	19.5
141	-1.068391	61.892349	9.273936	0.005912	19.5
142	-1.062469	61.881375	9.275164	0.007041	19.7
143	-1.067968	62.881375	9.164590	0.003098	19.4
144	-1.064609	63.015328	9.149978	0.004175	19.3
145	-1.063073	63.004354	9.151173	0.003232	19.9
146	-1.064554	64.004142	9.043540	0.005077	20.6
147	-1.065185	65.003344	8.938471	0.005236	19.7
148	-1.064642	66.003344	8.835734	0.005679	19.6
149	-1.070058	67.003344	8.735331	0.002980	19.7
150	-1.073223	68.003344	8.637185	0.003535	19.0
151	-1.069825	68.053792	8.632292	0.006543	19.7
152	-1.073348	69.053792	8.536435	0.003921	19.3
153	-1.071732	70.053792	8.442684	0.004428	19.7
154	-1.072887	71.053792	8.350969	0.005553	19.2
155	-1.069941	71.042818	8.351965	0.003224	21.0
156	-1.059542	72.042818	8.262200	0.006100	19.2
157	-1.073387	72.848505	8.191269	0.003844	19.4
158	-1.070962	73.848505	8.104908	0.002648	19.7
159	-1.062921	73.841396	8.105515	0.004522	22.3
160	-1.065886	73.840847	8.105562	0.007673	19.3
161	-1.067355	74.840847	8.020989	0.001896	19.7
162	-1.064065	74.829873	8.021907	0.003726	19.4
163	-1.064033	74.818903	8.022826	0.003446	19.6
164	-1.068411	75.818903	7.939962	0.002918	19.4
165	-1.064958	75.916415	7.931973	0.002595	19.3
166	-1.066405	75.905441	7.932871	0.005403	19.7
167	-1.069655	76.905369	7.851851	0.006961	19.2
168	-1.073066	77.905369	7.772464	0.004897	19.3
169	-1.068578	78.898570	7.695189	0.005292	19.3
170	-1.068261	79.898570	7.618922	0.005361	19.5
171	-1.075773	80.898569	7.544153	0.005395	19.0
172	-1.070249	81.898569	7.470836	0.003223	19.1
173	-1.069495	81.887595	7.471633	0.008872	19.2
174	-1.070291	82.887595	7.399713	0.003532	21.8
175	-1.069117	82.876622	7.400495	0.011749	27.6
176	-1.072449	83.876622	7.329931	0.005723	19.2
177	-1.071329	84.876622	7.260700	0.003280	19.5
178	-1.074821	85.876622	7.192765	0.004094	21.8
179	-1.070226	86.876621	7.126089	0.007461	19.1
180	-1.070373	87.876621	7.060638	0.003875	19.1
181	-1.066907	88.876621	6.996378	0.008563	22.1
182	-1.070995	89.876621	6.933277	0.006298	19.6
183	-1.063263	90.876621	6.871305	0.003137	19.2
184	-1.071688	91.876621	6.810430	0.005821	19.2
185	-1.069830	91.874427	6.810563	0.005373	19.0
186	-1.071902	92.874427	6.750755	0.002049	19.5
187	-1.062741	92.863453	6.751406	0.001842	19.3
188	-1.065581	92.852647	6.752047	0.004312	19.2
189	-1.065695	92.841675	6.752697	0.003582	19.0
190	-1.073275	93.836418	6.694204	0.004772	19.1
191	-1.073225	94.836418	6.636414	0.002798	20.6
192	-1.069441	95.484527	6.599489	0.003790	19.3
193	-1.067863	96.484526	6.543316	0.005392	20.1
194	-1.068604	96.473553	6.543927	0.006046	19.8
195	-1.066172	97.473553	6.488692	0.004463	19.6
196	-1.074882	98.473553	6.434381	0.002620	19.6
197	-1.075630	98.462579	6.434972	0.003967	19.4
198	-1.068497	99.462518	6.381557	0.002352	18.9
199	-1.063130	99.451544	6.382138	0.002477	19.4
200	-1.071496	99.440570	6.382719	0.006354	19.8
201	-1.066024	99.432837	6.383129	0.004734	23.3
202	-1.070196	99.423463	6.383626	0.003629	18.9
203	-1.061729	100.423463	6.331053	0.003417	19.3
204	-1.066434	100.412656	6.331616	0.006333	19.4
205	-1.071892	100.401682	6.332189	0.003838	20.5
206	-1.073077	101.401682	6.280456	0.002925	19.0
207	-1.078504	101.390708	6.281019	0.002304	19.3
208	-1.069930	101.383594	6.281384	0.004202	19.4
209	-1.070870	101.373507	6.281902	0.005842	19.8
210	-1.067147	102.373507	6.230984	0.003932	19.3
211	-1.061506	103.373507	6.180885	0.004378	19.2
212	-1.064361	104.372405	6.131639	0.003730	19.7
213	-1.069239	105.372393	6.083120	0.006819	19.0
214	-1.060775	106.372393	6.035361	0.008882	19.0
215	-1.061676	107.372393	5.988347	0.006366	19.4
216	-1.073791	108.372393	5.942059	0.003074	19.2
217	-1.058879	109.372393	5.896481	0.005561	20.0
218	-1.063171	109.361419	5.896978	0.004647	19.5
219	-1.065315	110.361419	5.852086	0.004081	19.3
220	-1.076268	111.361419	5.807873	0.003040	19.4
221	-1.067909	112.026753	5.778825	0.003855	19.4
222	-1.067912	113.026753	5.735708	0.003145	19.2
223	-1.074782	114.026753	5.693230	0.004240	19.2
224	-1.073361	115.026753	5.651376	0.006279	21.0
225	-1.072276	116.026753	5.610133	0.003942	19.4
226	-1.065290	117.026753	5.569488	0.002601	19.2
227	-1.070731	118.026749	5.529428	0.004346	22.6
228	-1.064110	118.015775	5.529864	0.004777	18.9
229	-1.063156	118.025447	5.529480	0.004819	19.4
230	-1.070474	119.025447	5.489990	0.003149	19.3
231	-1.072151	119.014473	5.490421	0.002901	19.1
232	-1.072091	119.582674	5.468230	0.006238	19.1
233	-1.072623	119.571700	5.468657	0.003731	19.8
234	-1.070493	120.571700	5.430029	0.002696	20.1
235	-1.067342	121.571700	5.391942	0.001799	19.4
236	-1.071944	121.701159	5.387051	0.001612	19.6
237	-1.070228	121.690185	5.387465	0.002813	20.7
238	-1.062286	121.679321	5.387875	0.007231	19.5
239	-1.070462	122.679321	5.350376	0.007809	19.5
240	-1.080608	123.679321	5.313395	0.003323	19.2
241	-1.072993	124.679321	5.276922	0.003118	19.4
242	-1.072982	124.668347	5.277319	0.005820	19.7
243	-1.068967	125.668347	5.241338	0.002549	19.1
244	-1.065821	126.668347	5.205844	0.003470	19.8
245	-1.061910	127.668342	5.170828	0.002150	19.4
246	-1.066778	127.684513	5.170265	0.003506	19.3
247	-1.069481	127.673539	5.170647	0.003448	22.8
248	-1.068709	127.662565	5.171029	0.003759	19.3
249	-1.074449	127.651591	5.171410	0.003832	19.9
250	-1.061029	128.651591	5.136854	0.002754	21.0
251	-1.073446	128.640618	5.137231	0.004092	19.3
252	-1.071581	129.640618	5.103128	0.002102	19.0
253	-1.073177	130.640615	5.069475	0.003916	19.6
254	-1.071746	130.629642	5.069842	0.002313	19.2
255	-1.074932	131.629417	5.036633	0.003325	19.2
256	-1.074629	131.618474	5.036994	0.005252	19.2
257	-1.067108	132.618474	5.004205	0.002450	19.5
258	-1.067876	132.607500	5.004563	0.003967	19.2
259	-1.067595	133.607495	4.972193	0.004522	19.5
260	-1.067424	134.607495	4.940240	0.004273	19.2
261	-1.065838	135.607495	4.908695	0.004569	19.3
262	-1.066619	136.607495	4.877550	0.001620	19.3
263	-1.064774	136.596535	4.877889	0.002110	20.9
264	-1.070389	136.585940	4.878217	0.003127	24.4
265	-1.066913	136.574966	4.878556	0.004419	18.9
266	-1.073976	137.574966	4.847792	0.006674	19.3
267	-1.074200	137.563992	4.848127	0.003455	20.1
268	-1.071711	138.563992	4.817743	0.003339	19.0
269	-1.070520	139.563992	4.787738	0.003524	22.3
270	-1.081743	140.563963	4.758105	0.003463	18.9
271	-1.077957	140.552989	4.758429	0.002252	19.7
272	-1.073633	141.552988	4.729156	0.003073	19.5
273	-1.065300	142.545390	4.700459	0.003731	22.5
274	-1.077757	143.545324	4.671894	0.007184	19.5
275	-1.065888	144.545324	4.643673	0.003546	19.9
276	-1.068341	145.545324	4.615791	0.005044	19.1
277	-1.071694	145.534350	4.616095	0.002794	19.2
278	-1.066066	145.523376	4.616399	0.007990	19.3
279	-1.077260	146.523376	4.588842	0.003494	19.4
280	-1.070913	146.512403	4.589143	0.002147	19.4
281	-1.065105	146.501429	4.589444	0.001234	19.3
282	-1.079713	146.490541	4.589742	0.001914	19.3
283	-1.069398	146.481803	4.589981	0.004490	21.0
284	-1.071839	146.470830	4.590282	0.002431	20.4
285	-1.070866	146.459856	4.590583	0.003883	19.0
286	-1.073963	147.459855	4.563333	0.002040	19.3
287	-1.073726	148.441575	4.536893	0.004399	19.4
288	-1.073562	148.430601	4.537187	0.004239	19.3
289	-1.064900	148.419627	4.537481	0.001738	19.6
290	-1.075554	149.419337	4.510864	0.007543	19.2
291	-1.071848	149.408363	4.511154	0.005548	19.0
292	-1.071313	149.397389	4.511445	0.006923	19.5
293	-1.067688	150.397389	4.485123	0.004592	22.0
294	-1.070247	151.397389	4.459107	0.002939	19.2
295	-1.071144	151.386416	4.459391	0.002488	19.0
296	-1.073616	151.375442	4.459675	0.002274	23.1
297	-1.072495	151.364469	4.459958	0.006381	19.0
298	-1.066553	152.364464	4.434233	0.002610	20.0
299	-1.076829	152.353490	4.434513	0.007652	19.7
300	-1.066831	153.353490	4.409079	0.001532	20.3
301	-1.068015	153.396968	4.407980	0.005288	19.4
302	-1.074093	153.386601	4.408242	0.004319	19.0
303	-1.075794	153.375627	4.408520	0.002629	19.0
304	-1.072559	153.364653	4.408797	0.007759	19.6
305	-1.065554	154.364653	4.383656	0.004458	19.6
306	-1.068848	154.353679	4.383931	0.003760	18.9
307	-1.076401	155.353679	4.359072	0.002668	24.4
308	-1.073412	155.344320	4.359303	0.004598	24.6
309	-1.064381	155.333346	4.359575	0.003674	19.4
310	-1.072243	156.333346	4.334991	0.003326	19.2
311	-1.063721	156.850265	4.322391	0.004012	18.9
312	-1.069447	156.839291	4.322658	0.005860	19.2
313	-1.066789	157.839291	4.298487	0.003490	19.4
314	-1.065844	158.839291	4.274585	0.002764	19.0
315	-1.071147	158.833795	4.274716	0.002393	21.1
316	-1.060782	158.822821	4.274977	0.003920	19.2
317	-1.071290	158.955434	4.271826	0.001905	19.3
318	-1.077678	158.944460	4.272087	0.002500	24.1
319	-1.067303	159.914993	4.249169	0.004622	18.8
320	-1.075369	160.914989	4.225811	0.002249	19.1
321	-1.069510	160.904042	4.226065	0.003526	20.0
322	-1.061397	160.893071	4.226320	0.001667	19.0
323	-1.068345	160.916283	4.225781	0.002044	19.9
324	-1.067180	160.905440	4.226033	0.004930	19.9
325	-1.071282	160.894466	4.226288	0.001429	19.3
326	-1.072459	161.362127	4.215450	0.002874	19.2
327	-1.069071	162.260917	4.194775	0.002167	19.6
328	-1.076121	162.269148	4.194587	0.006696	20.0
329	-1.069231	162.258174	4.194838	0.004910	20.4
330	-1.067914	163.258174	4.172072	0.004081	19.4
331	-1.075103	163.247200	4.172321	0.005192	19.1
332	-1.073132	164.247190	4.149798	0.001683	19.3
333	-1.068552	164.236216	4.150044	0.003052	19.9
334	-1.075628	164.278864	4.149088	0.003853	19.2
335	-1.069829	164.267918	4.149333	0.003369	19.0
336	-1.067569	165.267918	4.127057	0.004209	19.2
337	-1.062467	165.256944	4.127300	0.002636	19.7
338	-1.065898	166.256944	4.105260	0.001856	21.7
339	-1.070677	167.031119	4.088357	0.002705	19.4
340	-1.069280	167.617710	4.075643	0.006417	19.3
341	-1.069332	167.606736	4.075880	0.003648	22.0
342	-1.070937	168.606736	4.054383	0.002669	19.4
343	-1.068477	168.595762	4.054618	0.003226	21.9
344	-1.071882	168.584788	4.054853	0.003594	19.8
345	-1.067168	168.573814	4.055087	0.004518	19.2
346	-1.063625	169.573814	4.033809	0.002382	19.2
347	-1.073478	169.562840	4.034041	0.003567	19.3
348	-1.072766	169.551875	4.034273	0.001729	19.6
349	-1.073415	170.551217	4.013226	0.005890	19.3
350	-1.068964	170.540243	4.013456	0.001449	19.3
351	-1.068688	170.529294	4.013686	0.003387	19.4
352	-1.075701	170.518320	4.013916	0.005586	19.9
353	-1.071900	171.518320	3.993066	0.004941	20.5
354	-1.069308	171.507347	3.993294	0.007009	19.4
355	-1.068266	172.507347	3.972657	0.002859	19.4
356	-1.067478	172.999616	3.962577	0.001738	19.3
357	-1.071562	173.301854	3.956413	0.004833	19.5
358	-1.071124	173.291464	3.956625	0.005981	19.0
359	-1.064380	174.291464	3.936364	0.002309	19.4
360	-1.068418	174.280490	3.936586	0.002126	21.4
361	-1.078860	174.569629	3.930766	0.004044	19.1
362	-1.066982	174.558655	3.930986	0.002491	19.0
363	-1.067288	175.558655	3.910987	0.004494	19.1
364	-1.070692	175.547681	3.911206	0.001488	24.2
365	-1.074929	175.537162	3.911415	0.005161	19.0
366	-1.074441	176.533397	3.891688	0.002237	19.2
367	-1.064768	176.522503	3.891903	0.003159	19.3
368	-1.069719	177.520608	3.872335	0.003502	19.7
369	-1.075917	178.471317	3.853879	0.002355	20.9
370	-1.068285	178.460343	3.854091	0.001891	19.2
371	-1.075804	178.449369	3.854303	0.004509	19.1
372	-1.073846	179.436220	3.835327	0.003195	19.3
373	-1.076768	179.425246	3.835537	0.003605	20.1
374	-1.058812	179.414272	3.835747	0.002693	19.5
375	-1.067858	180.414272	3.816703	0.001738	20.0
376	-1.066183	180.986762	3.805885	0.002591	19.5
377	-1.069454	181.427417	3.797600	0.002736	19.3
378	-1.071134	181.416443	3.797806	0.005530	20.2
379	-1.070036	182.416443	3.779136	0.004747	19.1
380	-1.073301	183.416443	3.760648	0.004838	19.5
381	-1.072672	183.405469	3.760850	0.006578	19.1
382	-1.075981	184.405469	3.742541	0.001736	19.1
383	-1.077416	185.405469	3.724409	0.001834	21.7
384	-1.070669	185.454328	3.723528	0.005576	19.9
385	-1.073417	186.454328	3.705579	0.003558	19.2
386	-1.064003	187.454328	3.687802	0.002814	19.4
387	-1.070566	188.454169	3.670198	0.002440	21.6
388	-1.073481	189.356377	3.654457	0.001859	18.9
389	-1.080651	189.486081	3.652205	0.002643	19.8
390	-1.074404	189.475107	3.652396	0.002822	19.1
391	-1.070127	189.464133	3.652586	0.003236	19.0
392	-1.071462	189.453160	3.652777	0.005552	19.7
393	-1.067988	190.453159	3.635502	0.005209	19.7
394	-1.071806	191.453159	3.618390	0.003830	19.2
395	-1.069105	191.442186	3.618577	0.006042	19.3
396	-1.071170	191.431212	3.618764	0.005200	19.2
397	-1.072530	192.431212	3.601809	0.003254	19.6
398	-1.074161	193.431212	3.585012	0.005164	23.6
399	-1.069785	194.431211	3.568370	0.005341	19.4
400	-1.071885	194.420237	3.568552	0.007082	19.2
401	-1.072418	195.420237	3.552063	0.007453	19.5
402	-1.068291	195.409264	3.552243	0.001966	19.2
403	-1.074106	196.409250	3.535905	0.003303	19.2
404	-1.075336	196.398284	3.536083	0.001697	19.2
405	-1.072551	196.387337	3.536261	0.004724	19.7
406	-1.072950	196.376363	3.536440	0.002585	21.2
407	-1.073788	196.365390	3.536618	0.002268	19.1
408	-1.072029	196.354421	3.536797	0.001464	18.9
409	-1.071659	196.360858	3.536692	0.003422	22.3
410	-1.069739	196.354028	3.536803	0.003660	19.5
411	-1.067475	196.343054	3.536982	0.002897	19.5
412	-1.066051	197.343054	3.520782	0.004213	19.2
413	-1.072137	198.343054	3.504731	0.002797	20.3
414	-1.068315	198.675770	3.499423	0.003721	19.7
415	-1.063281	198.664796	3.499598	0.003257	19.1
416	-1.068054	198.653822	3.499772	0.002475	19.4
417	-1.071318	199.653802	3.483912	0.006720	19.2
418	-1.071788	200.653802	3.468194	0.005917	20.3
419	-1.075694	201.653802	3.452617	0.004025	20.7
420	-1.066567	201.642828	3.452788	0.001733	20.1
421	-1.065979	202.637595	3.437429	0.003478	19.2
422	-1.075613	202.626621	3.437598	0.001859	19.4
423	-1.072235	202.615647	3.437766	0.003426	19.2
424	-1.075981	202.643554	3.437337	0.001995	19.8
425	-1.072931	202.632580	3.437506	0.002813	20.3
426	-1.069683	202.621606	3.437675	0.003728	20.2
427	-1.075155	203.621606	3.422371	0.004351	19.3
428	-1.068320	204.621606	3.407202	0.003131	19.2
429	-1.073263	205.621606	3.392167	0.003885	21.7
430	-1.068634	205.610633	3.392331	0.003586	19.3
431	-1.069484	205.599660	3.392496	0.001934	19.5
432	-1.084479	206.599364	3.377595	0.005450	22.4
433	-1.069299	206.588390	3.377757	0.004129	18.9
434	-1.074391	206.577416	3.377920	0.002715	20.5
435	-1.076242	207.577416	3.363142	0.001587	19.0
436	-1.075610	208.214542	3.353794	0.003753	19.6
437	-1.077443	208.203573	3.353955	0.002813	19.4
438	-1.069572	208.192599	3.354115	0.002560	19.4
439	-1.071444	208.181626	3.354276	0.002284	19.4
440	-1.072397	209.181367	3.339707	0.001922	18.9
441	-1.073914	209.170393	3.339866	0.002351	19.3
442	-1.069476	209.320237	3.337694	0.006714	19.1
443	-1.070273	209.309263	3.337853	0.002399	21.0
444	-1.076850	210.309260	3.323422	0.005182	19.4
445	-1.068504	211.309260	3.309116	0.002989	19.1
446	-1.066306	211.298286	3.309273	0.002715	19.3
447	-1.067012	212.270720	3.295477	0.005446	19.3
448	-1.072238	213.270720	3.281410	0.006119	19.3
449	-1.072129	213.259746	3.281564	0.003267	19.0
450	-1.065024	214.259746	3.267615	0.003184	19.2
451	-1.075665	215.259746	3.253785	0.002195	19.6
452	-1.070827	216.259699	3.240071	0.004604	19.1
453	-1.071000	217.259699	3.226473	0.002265	19.2
454	-1.072745	218.259699	3.212987	0.009608	19.2
455	-1.068526	218.248725	3.213135	0.001678	24.2
456	-1.068879	218.237751	3.213282	0.004705	19.0
457	-1.067118	219.237295	3.199913	0.004081	19.8
458	-1.065254	220.237295	3.186648	0.001929	20.6
459	-1.068811	220.226321	3.186793	0.003378	19.5
460	-1.074166	220.218118	3.186901	0.001929	19.5
461	-1.067115	220.207144	3.187046	0.002916	19.2
462	-1.066107	220.196170	3.187191	0.002632	19.6
463	-1.063853	221.195937	3.174035	0.002833	19.6
464	-1.070311	221.186479	3.174159	0.004911	19.9
465	-1.072252	221.175505	3.174303	0.003262	21.0
466	-1.067963	222.175505	3.161249	0.001838	19.8
467	-1.072424	223.175351	3.148305	0.004621	19.3
468	-1.068705	223.164421	3.148446	0.006342	19.3
469	-1.073990	224.164421	3.135603	0.005197	19.2
470	-1.070856	224.153447	3.135744	0.002250	19.6
471	-1.073254	224.749321	3.128140	0.004511	19.2
472	-1.075733	225.749321	3.115463	0.004598	19.5
473	-1.073755	226.749321	3.102888	0.005310	19.5
474	-1.075176	227.749321	3.090414	0.005082	19.3
475	-1.073596	227.738347	3.090550	0.003527	20.4
476	-1.076133	227.727420	3.090686	0.002369	19.4
477	-1.073956	227.716446	3.090822	0.004429	19.2
478	-1.070593	228.716446	3.078445	0.003776	22.6
479	-1.068098	228.705472	3.078580	0.002614	20.1
480	-1.070735	228.694498	3.078716	0.005130	19.6
481	-1.074833	229.694498	3.066435	0.004962	19.3
482	-1.076484	229.683524	3.066569	0.005632	19.2
483	-1.072864	229.672550	3.066703	0.003305	23.9
484	-1.076095	230.672550	3.054518	0.004012	25.9
485	-1.066315	230.661576	3.054651	0.007406	19.3
486	-1.071686	230.650602	3.054785	0.001690	19.3
487	-1.079935	231.650602	3.042694	0.004884	19.9
488	-1.073461	231.639633	3.042826	0.004068	19.4
489	-1.071336	232.639633	3.030829	0.001997	19.9
490	-1.069018	232.628659	3.030960	0.003025	19.5
491	-1.069517	233.628457	3.019059	0.004854	19.0
492	-1.067976	233.634511	3.018987	0.005807	19.5
493	-1.068565	234.634511	3.007178	0.003229	19.1
494	-1.073238	234.623537	3.007307	0.003116	19.4
495	-1.071037	235.623536	2.995588	0.006764	18.8
496	-1.070973	235.612563	2.995716	0.003932	19.3
497	-1.073516	235.601589	2.995844	0.008306	21.1
498	-1.075146	236.601589	2.984214	0.005875	20.0
499	-1.062280	237.601589	2.972675	0.003770	19.3
500	-1.073201	238.601589	2.961224	0.002869	24.4
501	-1.081435	238.590615	2.961349	0.006739	19.3
502	-1.074847	238.579641	2.961474	0.005555	19.5
503	-1.075760	239.579641	2.950109	0.002724	19.1
504	-1.066759	239.568667	2.950233	0.001376	20.9
505	-1.075182	239.557766	2.950357	0.003806	19.4
506	-1.068990	239.546793	2.950481	0.002399	19.6
507	-1.070976	239.535819	2.950605	0.002631	19.3
508	-1.074135	239.524858	2.950729	0.003714	19.7
509	-1.071286	240.523347	2.939464	0.001898	19.9
510	-1.069927	241.523330	2.928267	0.004828	21.5
511	-1.072839	242.523330	2.917155	0.002593	20.0
512	-1.075738	242.512356	2.917276	0.002539	18.9
513	-1.066952	242.501383	2.917398	0.008450	19.1
514	-1.075988	243.501383	2.906368	0.005298	19.4
