1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
510	-1.055382	278.917753	1.719539	0.002745	19.5
511	-1.043346	278.904328	1.719616	0.003513	20.1
512	-1.056993	278.930855	1.719463	0.005554	20.4
513	-1.051518	278.917201	1.719542	0.003196	19.8
514	-1.058989	279.036053	1.718861	0.006998	19.5
515	-1.049990	279.022379	1.718939	0.009442	19.5
516	-1.053883	280.022379	1.713229	0.013869	20.1
517	-1.055627	281.021609	1.707560	0.002803	19.4
518	-1.048688	281.007971	1.707638	0.002817	20.1
519	-1.057458	281.117793	1.707017	0.006801	19.3
520	-1.053960	282.089937	1.701542	0.007580	20.1
521	-1.060439	282.076263	1.701618	0.007478	19.4
522	-1.047961	283.076263	1.696022	0.004604	19.4
523	-1.053627	283.069076	1.696062	0.012843	23.4
524	-1.055325	283.055402	1.696139	0.005442	20.0
525	-1.062601	284.055402	1.690579	0.007108	19.3
526	-1.059362	285.053370	1.685066	0.003785	20.3
527	-1.052436	285.039705	1.685141	0.007627	19.7
528	-1.054008	285.966242	1.680055	0.005235	19.4
529	-1.053510	285.952581	1.680130	0.005442	19.7
530	-1.050229	286.667170	1.676227	0.003584	20.0
531	-1.045786	287.554278	1.671408	0.007935	19.1
532	-1.049102	288.536114	1.666107	0.009238	19.8
533	-1.057696	289.511199	1.660875	0.002662	19.8
534	-1.048862	290.172427	1.657345	0.008211	19.8
535	-1.042506	291.076902	1.652542	0.006237	20.7
536	-1.055947	291.063228	1.652614	0.002464	20.4
537	-1.058139	291.388047	1.650896	0.007637	20.1
538	-1.053503	291.394584	1.650861	0.006345	19.8
539	-1.056383	291.380910	1.650934	0.008771	19.7
540	-1.049950	292.380910	1.645665	0.008269	20.3
541	-1.050133	293.380910	1.640431	0.008059	19.9
542	-1.049841	294.380910	1.635229	0.006002	28.7
543	-1.060584	295.380910	1.630061	0.009137	19.4
544	-1.050578	296.380909	1.624925	0.006946	19.5
545	-1.054032	296.397932	1.624838	0.002010	23.3
546	-1.053525	296.422115	1.624714	0.003457	23.5
547	-1.051845	296.410429	1.624774	0.007220	19.7
548	-1.049412	296.396757	1.624844	0.004442	23.2
549	-1.052128	296.525156	1.624187	0.007210	19.5
550	-1.053057	296.511482	1.624257	0.005839	19.4
551	-1.049636	297.509830	1.619166	0.015276	19.4
552	-1.057553	298.509760	1.614098	0.012821	19.7
553	-1.050258	299.509760	1.609062	0.004343	20.1
554	-1.055800	300.349942	1.604855	0.008245	19.2
555	-1.056021	301.348700	1.599883	0.014717	19.3
556	-1.052245	302.116135	1.596083	0.010594	19.6
557	-1.055985	303.116135	1.591159	0.002734	20.2
558	-1.045876	303.102563	1.591225	0.008357	19.7
559	-1.051709	304.092795	1.586378	0.016635	19.7
560	-1.046803	304.079121	1.586445	0.010422	19.2
561	-1.053431	305.079121	1.581580	0.008499	19.7
562	-1.048860	305.065447	1.581646	0.009365	19.5
563	-1.051451	305.051773	1.581712	0.007896	19.7
564	-1.054570	305.038099	1.581779	0.007595	19.6
565	-1.055333	306.038099	1.576942	0.009292	19.8
566	-1.039733	307.038099	1.572135	0.006996	19.8
567	-1.045346	307.024425	1.572200	0.005755	19.5
568	-1.045019	307.010776	1.572266	0.004574	24.0
569	-1.056266	307.974993	1.567658	0.002552	19.4
570	-1.036879	307.966699	1.567697	0.007055	23.1
571	-1.055357	307.953069	1.567762	0.004230	21.9
572	-1.053914	307.939519	1.567827	0.016168	19.6
573	-1.043408	308.938319	1.563080	0.006438	19.8
574	-1.044389	309.938319	1.558357	0.011360	19.5
575	-1.059362	309.924645	1.558422	0.005572	19.4
576	-1.055226	310.923272	1.553733	0.010817	19.4
577	-1.055699	311.923272	1.549066	0.004529	19.9
578	-1.048174	311.909598	1.549130	0.003565	22.5
579	-1.047573	311.914624	1.549106	0.008689	20.3
580	-1.050157	312.914176	1.544469	0.006835	21.0
581	-1.055979	313.914176	1.539858	0.006963	20.4
582	-1.053210	313.900513	1.539920	0.004183	19.9
583	-1.056635	314.564441	1.536874	0.008378	19.5
584	-1.042273	314.554393	1.536920	0.008858	19.4
585	-1.051276	314.669612	1.536392	0.009289	20.4
586	-1.053067	314.655938	1.536455	0.010519	21.3
587	-1.056469	314.642264	1.536517	0.010481	19.9
588	-1.058934	315.176012	1.534078	0.013080	19.6
589	-1.048415	315.162338	1.534140	0.011203	19.5
590	-1.049012	316.161890	1.529592	0.010402	21.2
591	-1.050449	317.161887	1.525069	0.017882	20.0
592	-1.059819	318.161887	1.520572	0.007730	19.9
593	-1.059099	319.161887	1.516102	0.007494	22.0
594	-1.054733	319.148213	1.516163	0.012285	19.6
595	-1.045956	320.148213	1.511719	0.006252	19.6
596	-1.044609	321.148213	1.507300	0.007127	19.8
597	-1.058824	321.134539	1.507361	0.004378	19.8
598	-1.048197	321.120865	1.507421	0.006023	20.0
599	-1.051760	321.107244	1.507481	0.007543	19.5
600	-1.050124	322.107237	1.503087	0.008748	19.6
601	-1.051509	323.107237	1.498719	0.005294	19.6
602	-1.047650	323.112387	1.498697	0.007261	19.7
603	-1.056623	323.098713	1.498756	0.012582	19.8
604	-1.047630	323.085039	1.498816	0.009107	19.7
605	-1.051333	324.085039	1.494473	0.007612	19.3
606	-1.045438	324.071365	1.494532	0.006729	19.9
607	-1.052840	325.071365	1.490213	0.007653	21.6
608	-1.063165	326.071310	1.485920	0.009527	19.7
609	-1.062830	327.071310	1.481651	0.010514	20.5
610	-1.047734	328.069600	1.477414	0.011266	19.7
611	-1.036770	328.055926	1.477471	0.010702	19.6
612	-1.039704	328.042252	1.477529	0.007799	23.0
613	-1.048247	329.042252	1.473308	0.008514	19.3
614	-1.051393	329.028578	1.473366	0.004153	19.5
615	-1.053917	330.027687	1.469172	0.008432	21.6
616	-1.052163	330.014013	1.469230	0.007437	21.5
617	-1.054961	331.012773	1.465061	0.006156	19.6
618	-1.039516	332.007967	1.460931	0.008232	19.5
619	-1.046418	333.007951	1.456804	0.007983	19.6
620	-1.050225	333.995396	1.452752	0.014708	19.6
621	-1.050793	333.981722	1.452808	0.009640	20.2
622	-1.049986	333.968052	1.452864	0.011670	19.7
623	-1.048140	333.954378	1.452920	0.014932	19.8
624	-1.057551	333.940704	1.452976	0.005418	19.8
625	-1.037580	333.927030	1.453031	0.004318	21.2
626	-1.051039	333.916569	1.453074	0.014193	19.9
627	-1.062122	333.902905	1.453130	0.004276	20.1
628	-1.047420	334.902897	1.449047	0.005342	19.5
629	-1.051448	334.889224	1.449103	0.007419	19.5
630	-1.055538	335.889221	1.445043	0.005318	21.0
631	-1.053067	335.876539	1.445094	0.011018	19.8
632	-1.063649	336.876475	1.441056	0.016284	19.4
633	-1.047166	337.876475	1.437041	0.003629	19.4
634	-1.048998	338.876475	1.433048	0.003041	21.5
635	-1.057827	338.862902	1.433102	0.009140	20.4
636	-1.058712	339.862174	1.429133	0.009779	20.0
637	-1.060825	340.862174	1.425184	0.005016	21.1
638	-1.061213	341.862162	1.421256	0.003722	21.4
639	-1.055385	341.848971	1.421308	0.005876	19.8
640	-1.044063	342.771789	1.417702	0.001974	19.8
641	-1.053908	342.769484	1.417711	0.006703	19.7
642	-1.046109	342.777892	1.417679	0.006236	19.5
643	-1.043797	343.777760	1.413793	0.006077	19.8
644	-1.051522	343.764086	1.413846	0.007056	19.9
645	-1.050731	344.763915	1.409981	0.012034	19.4
646	-1.053304	345.763915	1.406137	0.005347	19.4
647	-1.049220	345.750252	1.406189	0.009722	19.6
648	-1.038498	346.745009	1.402385	0.005859	20.2
649	-1.048537	346.731337	1.402437	0.011651	19.7
650	-1.047296	346.717663	1.402489	0.011023	19.9
651	-1.045414	347.717663	1.398686	0.005984	19.6
652	-1.050783	348.717663	1.394903	0.003183	20.6
653	-1.052634	348.771157	1.394701	0.006618	19.5
654	-1.064307	348.760828	1.394740	0.009505	19.6
655	-1.044376	349.246327	1.392911	0.007654	19.3
656	-1.056118	349.246770	1.392909	0.003186	19.7
657	-1.056412	350.240834	1.389179	0.011397	23.3
658	-1.050437	351.240826	1.385448	0.007679	19.4
659	-1.041533	351.227158	1.385498	0.012530	19.4
660	-1.050904	352.227158	1.381786	0.007348	21.3
661	-1.060755	353.130830	1.378449	0.008062	20.6
662	-1.042467	354.130830	1.374774	0.011975	19.7
663	-1.060645	354.117156	1.374824	0.007994	19.5
664	-1.056100	354.103488	1.374874	0.012292	19.6
665	-1.065255	354.974617	1.371689	0.008372	19.8
666	-1.055698	354.960943	1.371739	0.010380	20.4
667	-1.050306	355.960943	1.368100	0.004492	19.3
668	-1.054596	355.947269	1.368149	0.010398	19.6
669	-1.046102	355.933595	1.368199	0.005940	20.3
670	-1.054027	356.933561	1.364579	0.008431	21.4
671	-1.055898	356.919887	1.364628	0.010031	20.0
672	-1.054068	356.906213	1.364678	0.009431	19.8
673	-1.058863	357.906213	1.361076	0.013281	20.5
674	-1.057104	357.892539	1.361125	0.007620	20.5
675	-1.056079	358.892539	1.357542	0.009184	19.3
676	-1.056677	359.853883	1.354116	0.008202	19.4
677	-1.050704	359.840209	1.354164	0.006573	20.8
678	-1.040861	359.869483	1.354060	0.009852	20.6
679	-1.046800	359.855809	1.354109	0.002345	20.0
680	-1.051863	359.847259	1.354139	0.008077	20.0
681	-1.047449	360.813874	1.350711	0.007979	19.9
682	-1.058797	361.813874	1.347182	0.004835	19.1
683	-1.051556	361.800219	1.347231	0.010040	22.9
684	-1.038351	362.800219	1.343720	0.009055	19.8
685	-1.055403	363.800193	1.340228	0.001528	20.0
686	-1.051956	363.850959	1.340052	0.010504	19.4
687	-1.058389	363.838419	1.340095	0.007200	19.3
688	-1.048899	363.824745	1.340143	0.004526	19.6
689	-1.047892	363.811074	1.340191	0.009940	19.2
690	-1.044025	363.798893	1.340233	0.012552	19.5
691	-1.060453	364.798893	1.336759	0.006623	19.6
692	-1.045363	364.785219	1.336806	0.011562	20.9
693	-1.055094	365.785219	1.333350	0.012046	19.9
694	-1.047365	365.771545	1.333397	0.010243	20.0
695	-1.045197	366.771545	1.329959	0.011004	19.1
696	-1.052729	366.757871	1.330006	0.004965	19.5
697	-1.043949	366.744218	1.330052	0.007576	20.1
698	-1.043501	366.742301	1.330059	0.010549	19.4
699	-1.053912	367.742301	1.326638	0.009624	19.7
700	-1.055759	368.742301	1.323234	0.005381	19.4
701	-1.050503	369.742301	1.319847	0.013348	19.3
702	-1.046470	369.731697	1.319883	0.003020	22.7
703	-1.050260	370.731435	1.316515	0.010902	19.5
704	-1.055765	371.731319	1.313163	0.004849	19.7
705	-1.047916	371.725738	1.313181	0.003938	20.8
706	-1.051461	372.294247	1.311283	0.006429	22.6
707	-1.052279	373.282579	1.307996	0.012274	19.2
708	-1.051035	374.281525	1.304691	0.003816	19.4
709	-1.046943	374.267874	1.304736	0.011411	19.8
710	-1.047186	374.254200	1.304781	0.006991	20.4
711	-1.054350	374.240525	1.304826	0.002598	19.7
712	-1.052150	374.226932	1.304871	0.007202	19.3
713	-1.060370	374.225206	1.304877	0.001833	19.5
714	-1.053688	374.499116	1.303973	0.006197	20.5
715	-1.048965	374.497907	1.303977	0.003279	21.3
716	-1.049850	374.938594	1.302526	0.009176	35.7
717	-1.052951	374.925305	1.302569	0.011466	19.9
718	-1.050111	375.811721	1.299660	0.008526	20.9
719	-1.053880	376.811721	1.296393	0.008641	20.0
720	-1.054072	376.798047	1.296437	0.006229	19.6
721	-1.044183	376.872477	1.296195	0.016236	19.3
722	-1.051267	377.872477	1.292945	0.008789	21.3
723	-1.050610	378.872477	1.289712	0.004102	19.6
724	-1.049411	378.858803	1.289756	0.005105	23.1
725	-1.048422	378.909181	1.289593	0.002471	19.4
726	-1.051629	379.244279	1.288513	0.003324	19.7
727	-1.058104	379.375728	1.288090	0.009340	23.2
728	-1.052030	379.362119	1.288134	0.002835	19.5
729	-1.053979	379.350022	1.288173	0.008807	19.5
730	-1.047663	379.336717	1.288216	0.007301	19.7
731	-1.051941	379.323042	1.288260	0.005833	19.6
732	-1.048606	379.309368	1.288304	0.015303	19.8
733	-1.057378	380.309323	1.285094	0.007598	19.5
734	-1.049530	381.308641	1.281902	0.009766	19.9
735	-1.054531	381.294967	1.281945	0.006890	19.5
736	-1.053836	382.294967	1.278767	0.009052	19.8
737	-1.057264	382.281293	1.278810	0.003639	19.4
738	-1.045719	382.269651	1.278847	0.007788	19.9
739	-1.054173	382.255979	1.278890	0.008399	19.8
740	-1.052098	383.255978	1.275727	0.008886	19.9
741	-1.057838	383.242304	1.275770	0.012400	19.4
742	-1.045233	384.241561	1.272624	0.009592	19.9
743	-1.046924	385.241561	1.269491	0.009015	19.8
744	-1.051266	386.241561	1.266374	0.003186	19.4
745	-1.051414	386.591225	1.265288	0.004153	19.6
746	-1.056012	386.577798	1.265329	0.012802	20.0
747	-1.050857	387.577798	1.262232	0.004680	19.8
748	-1.060078	387.564124	1.262275	0.002415	19.8
749	-1.044821	387.626217	1.262083	0.008082	20.9
750	-1.043848	387.612548	1.262125	0.009012	22.5
751	-1.062467	388.612548	1.259044	0.010877	19.6
752	-1.059443	389.612548	1.255978	0.006708	19.6
753	-1.050395	390.612548	1.252926	0.007828	19.7
754	-1.055045	391.612508	1.249890	0.011769	23.4
755	-1.053145	392.421650	1.247443	0.006296	19.8
756	-1.050865	393.421650	1.244433	0.002731	19.9
757	-1.050395	394.374193	1.241580	0.007876	19.4
758	-1.054159	394.365206	1.241607	0.013775	19.9
759	-1.047566	394.351532	1.241647	0.005916	21.8
760	-1.058377	395.351477	1.238665	0.003659	19.7
761	-1.047870	395.337808	1.238706	0.011038	19.8
762	-1.055226	396.332434	1.235754	0.008441	20.9
763	-1.059090	396.318760	1.235794	0.007812	19.9
764	-1.056844	397.318732	1.232840	0.003823	19.7
765	-1.047309	397.305086	1.232880	0.002004	19.8
766	-1.057506	397.293801	1.232914	0.004072	19.4
767	-1.053773	397.280671	1.232952	0.005503	19.9
768	-1.043790	397.267039	1.232993	0.002646	21.6
769	-1.046304	397.264211	1.233001	0.003434	19.4
770	-1.048877	397.252937	1.233034	0.011432	20.0
771	-1.049862	397.239266	1.233074	0.004474	19.7
772	-1.043413	398.234014	1.230149	0.005182	22.0
773	-1.048129	398.915336	1.228153	0.012773	19.4
774	-1.056208	399.915299	1.225235	0.008883	19.5
775	-1.054987	400.915299	1.222331	0.011444	19.8
776	-1.047264	401.915080	1.219441	0.003254	19.9
777	-1.050947	401.901409	1.219481	0.004023	19.5
778	-1.045154	402.014103	1.219156	0.007410	19.7
779	-1.050798	402.000429	1.219195	0.009788	19.9
780	-1.053187	401.986755	1.219235	0.003261	20.2
781	-1.053265	401.973094	1.219274	0.004690	20.4
782	-1.053428	401.973283	1.219274	0.006770	19.9
783	-1.051818	401.967737	1.219290	0.005280	19.4
784	-1.049411	401.954168	1.219329	0.004806	19.7
785	-1.054957	402.458203	1.217877	0.011896	19.5
786	-1.051415	402.444529	1.217917	0.004810	19.5
787	-1.052474	403.444529	1.215047	0.012997	20.0
788	-1.051550	403.430855	1.215086	0.002615	19.7
789	-1.053702	403.434250	1.215077	0.006161	19.6
790	-1.059991	403.592465	1.214624	0.008728	19.5
791	-1.046298	404.592461	1.211770	0.011148	23.7
792	-1.042536	404.578787	1.211809	0.008758	19.9
793	-1.047167	404.565113	1.211848	0.003407	19.7
794	-1.041859	404.551440	1.211887	0.010211	21.2
795	-1.046019	405.423689	1.209408	0.009841	21.0
796	-1.049914	405.410015	1.209447	0.003879	19.8
797	-1.050488	405.396341	1.209485	0.005870	19.6
798	-1.053763	405.433458	1.209380	0.005534	20.4
799	-1.055628	405.419784	1.209419	0.002440	23.6
800	-1.051177	405.485424	1.209233	0.009258	20.1
801	-1.055681	405.505602	1.209176	0.009501	19.6
802	-1.047935	405.491928	1.209214	0.006230	19.5
803	-1.051214	405.478254	1.209253	0.008821	21.8
804	-1.043892	406.478247	1.206424	0.005663	19.7
805	-1.049259	407.478247	1.203609	0.009090	20.2
806	-1.041366	408.478247	1.200806	0.010624	20.7
807	-1.044057	409.478247	1.198017	0.014842	20.1
808	-1.064214	410.478247	1.195240	0.005656	20.3
809	-1.044547	411.478247	1.192477	0.014436	20.0
810	-1.055551	412.478247	1.189726	0.013304	20.3
811	-1.052083	412.464573	1.189763	0.008688	21.8
812	-1.043194	413.464573	1.187025	0.007516	20.4
813	-1.050259	414.464573	1.184299	0.006532	23.2
814	-1.049809	415.459817	1.181598	0.013398	19.5
815	-1.058297	416.459817	1.178897	0.003992	19.5
816	-1.041491	416.446143	1.178934	0.008340	26.5
817	-1.047941	417.295762	1.176649	0.003981	19.7
818	-1.056380	418.208732	1.174203	0.009967	19.9
819	-1.048634	418.195061	1.174239	0.005857	19.4
820	-1.042027	419.032244	1.172005	0.002553	19.6
821	-1.046874	419.864140	1.169794	0.004120	20.3
822	-1.051123	419.859853	1.169805	0.013207	19.5
823	-1.052646	419.910577	1.169671	0.004482	19.5
824	-1.050279	420.910577	1.167024	0.010390	19.6
825	-1.056479	420.968025	1.166872	0.003861	20.0
826	-1.046550	421.733641	1.164854	0.006355	19.8
827	-1.049181	422.613110	1.162545	0.002949	19.8
828	-1.055010	422.602345	1.162573	0.008973	19.7
829	-1.045527	422.588762	1.162609	0.006141	19.7
830	-1.053989	423.588761	1.159994	0.005083	19.9
831	-1.048499	423.575218	1.160029	0.007292	19.3
832	-1.041588	424.575126	1.157426	0.007132	19.6
833	-1.054696	424.561628	1.157461	0.005225	20.1
834	-1.052277	425.560243	1.154873	0.008580	19.3
835	-1.053808	426.560194	1.152292	0.010944	20.2
836	-1.047532	427.560194	1.149723	0.006765	21.9
837	-1.050622	427.546520	1.149758	0.005677	19.5
838	-1.048216	428.546153	1.147202	0.004266	21.1
839	-1.048905	428.533785	1.147233	0.011094	22.8
840	-1.049537	428.532194	1.147237	0.008451	19.6
841	-1.055756	428.518520	1.147272	0.007863	20.6
842	-1.049301	428.504846	1.147307	0.008506	19.4
843	-1.037104	429.504846	1.144760	0.002161	19.4
844	-1.045737	429.491176	1.144795	0.011849	19.7
845	-1.055810	429.477504	1.144830	0.003446	19.6
846	-1.055851	430.192058	1.143017	0.007391	19.7
847	-1.055818	430.178391	1.143052	0.002227	20.6
848	-1.060384	430.414929	1.142453	0.013639	21.0
849	-1.059485	430.401282	1.142487	0.004618	20.2
850	-1.053180	431.401282	1.139962	0.007356	22.8
851	-1.059067	431.387608	1.139996	0.014658	19.8
852	-1.043510	432.387608	1.137482	0.008903	19.5
853	-1.051088	433.387608	1.134978	0.007726	19.9
854	-1.045584	433.384616	1.134986	0.007270	20.4
855	-1.058987	434.384616	1.132494	0.002060	19.6
856	-1.060012	434.985040	1.131002	0.006520	19.3
857	-1.050369	434.971577	1.131036	0.004941	19.5
858	-1.050622	435.164536	1.130557	0.011811	20.4
859	-1.046476	436.164502	1.128084	0.002312	19.3
860	-1.057371	436.201284	1.127994	0.007787	19.7
861	-1.049264	436.759326	1.126619	0.003973	23.1
862	-1.051678	436.781254	1.126565	0.009041	19.4
863	-1.046098	436.780262	1.126567	0.004901	20.0
864	-1.053753	436.766588	1.126601	0.005067	19.6
865	-1.042684	437.730373	1.124234	0.004954	19.5
866	-1.056964	438.688823	1.121890	0.013963	19.9
867	-1.048924	438.901629	1.121371	0.006461	19.6
868	-1.055940	438.891004	1.121396	0.002561	19.5
869	-1.046756	438.877463	1.121429	0.006563	19.5
870	-1.057772	438.864049	1.121462	0.013334	20.0
871	-1.051248	439.864049	1.119029	0.003914	20.6
872	-1.050647	439.850375	1.119062	0.003858	21.4
873	-1.053543	439.848445	1.119067	0.005199	19.3
874	-1.047225	440.450864	1.117606	0.002801	19.9
875	-1.042315	440.497623	1.117493	0.001705	19.9
876	-1.053817	440.486172	1.117520	0.004738	19.5
877	-1.051139	440.479470	1.117536	0.004843	19.4
878	-1.054606	441.435597	1.115226	0.006117	19.6
879	-1.049486	441.422057	1.115259	0.005265	19.5
880	-1.040122	441.440132	1.115215	0.005509	19.7
881	-1.048274	441.426694	1.115247	0.007069	19.6
882	-1.050242	442.426693	1.112841	0.008019	20.0
883	-1.052120	443.426563	1.110445	0.009315	21.4
884	-1.053911	443.412889	1.110478	0.001455	22.1
885	-1.051625	443.868455	1.109389	0.014507	19.7
886	-1.044524	443.854789	1.109422	0.006522	20.4
887	-1.040492	443.841115	1.109455	0.010425	20.0
888	-1.051763	444.287642	1.108390	0.011664	19.6
889	-1.059643	445.287642	1.106013	0.007287	19.4
890	-1.051618	446.287642	1.103646	0.004916	20.1
891	-1.044738	446.273971	1.103678	0.009141	19.6
892	-1.062495	446.260297	1.103711	0.016024	20.1
893	-1.052628	447.260253	1.101354	0.009685	21.0
894	-1.042335	447.246579	1.101386	0.009201	20.1
895	-1.053735	448.243206	1.099047	0.002520	20.2
896	-1.056057	448.229705	1.099078	0.003429	19.6
897	-1.051105	448.222957	1.099094	0.007556	19.6
898	-1.054814	448.948542	1.097397	0.008544	20.3
899	-1.052070	449.927614	1.095116	0.005166	19.6
900	-1.047447	449.913940	1.095147	0.010800	20.3
901	-1.056950	449.900266	1.095179	0.005960	19.3
902	-1.049313	449.886592	1.095211	0.016635	19.5
903	-1.048265	450.886592	1.092890	0.009231	21.9
904	-1.044469	450.872920	1.092922	0.009108	20.2
905	-1.054409	451.872893	1.090611	0.013000	19.5
906	-1.056511	451.889894	1.090571	0.008678	23.0
907	-1.055110	452.889894	1.088270	0.003205	19.4
908	-1.050606	453.883032	1.085994	0.007576	19.8
909	-1.045050	453.869358	1.086025	0.004335	19.5
910	-1.044883	454.311144	1.085016	0.010031	19.8
911	-1.048871	455.311144	1.082738	0.008265	19.8
912	-1.055662	456.311144	1.080470	0.004906	20.9
913	-1.053953	457.309077	1.078215	0.008909	19.2
914	-1.056621	457.295403	1.078246	0.006133	19.7
915	-1.054808	458.295403	1.075996	0.003881	19.6
916	-1.057238	459.289294	1.073770	0.002467	19.6
917	-1.049812	459.528624	1.073235	0.008827	19.7
918	-1.061224	459.514957	1.073266	0.003298	19.9
919	-1.055324	459.501290	1.073296	0.005406	19.4
920	-1.047191	459.514998	1.073265	0.011151	19.7
921	-1.050770	460.514998	1.071037	0.017044	19.7
922	-1.051395	460.501324	1.071067	0.012142	19.2
923	-1.059898	461.501324	1.068847	0.010180	19.4
924	-1.050756	462.501324	1.066636	0.004853	19.9
925	-1.055528	463.501323	1.064435	0.009738	19.6
926	-1.056636	463.487733	1.064465	0.009341	20.4
927	-1.057424	463.474059	1.064495	0.005681	20.5
928	-1.048638	464.474059	1.062302	0.003618	21.0
929	-1.054016	465.286071	1.060528	0.008140	22.7
930	-1.053817	466.279847	1.058365	0.009671	19.9
931	-1.053999	466.266173	1.058395	0.005508	19.8
932	-1.038944	466.253108	1.058424	0.010768	19.9
933	-1.057255	466.303049	1.058315	0.008223	19.6
934	-1.050843	466.289375	1.058345	0.009663	19.5
935	-1.047448	467.289375	1.056177	0.010697	19.5
936	-1.053476	468.289375	1.054019	0.004107	19.3
937	-1.053019	469.287302	1.051873	0.003531	20.3
938	-1.049059	469.617002	1.051166	0.004217	21.0
939	-1.055938	469.672098	1.051048	0.003459	21.2
940	-1.054025	469.681615	1.051028	0.002755	19.9
941	-1.055183	469.691057	1.051008	0.010190	20.0
942	-1.057829	469.700507	1.050988	0.011495	19.5
943	-1.063420	470.700507	1.048850	0.005083	20.2
944	-1.055286	470.688609	1.048876	0.007791	20.3
945	-1.052651	470.674935	1.048905	0.007234	19.6
946	-1.045485	470.661261	1.048934	0.017548	19.6
947	-1.046481	471.661261	1.046805	0.006397	19.2
948	-1.049225	472.661261	1.044684	0.008266	21.6
949	-1.058519	472.647650	1.044713	0.012577	19.7
950	-1.047351	473.647650	1.042601	0.008314	19.2
951	-1.047978	473.634453	1.042629	0.009308	23.1
952	-1.044146	474.531188	1.040742	0.007330	19.8
953	-1.049653	475.531188	1.038646	0.006660	19.8
954	-1.053503	475.523309	1.038663	0.003454	19.7
955	-1.040294	475.736257	1.038217	0.003821	19.8
956	-1.058955	475.722616	1.038246	0.006808	19.6
957	-1.055226	476.719707	1.036166	0.007026	19.9
958	-1.047808	477.387902	1.034777	0.007403	20.1
959	-1.057801	478.387902	1.032705	0.008327	19.7
960	-1.041783	478.374228	1.032733	0.005501	19.8
961	-1.054533	479.374179	1.030669	0.002436	19.8
962	-1.056528	479.361473	1.030695	0.012257	19.6
963	-1.046933	480.177727	1.029016	0.004461	19.6
964	-1.043197	480.164053	1.029045	0.008523	19.4
965	-1.047276	480.150379	1.029073	0.008507	19.8
966	-1.050202	481.150371	1.027023	0.009107	19.8
967	-1.047125	482.150371	1.024982	0.009113	19.3
968	-1.046510	483.150371	1.022949	0.004151	19.6
969	-1.054173	483.136697	1.022977	0.005890	19.6
970	-1.055292	483.123030	1.023005	0.009618	19.7
971	-1.040700	484.123030	1.020979	0.006256	21.4
972	-1.054587	484.743711	1.019726	0.009970	19.6
973	-1.060798	485.743711	1.017714	0.007291	21.0
974	-1.045371	486.743711	1.015710	0.005371	23.4
975	-1.053947	486.730039	1.015737	0.003209	19.4
976	-1.047842	487.697517	1.013805	0.006644	19.6
977	-1.052443	488.689468	1.011832	0.010666	19.4
978	-1.050055	488.675793	1.011859	0.006075	20.0
979	-1.049338	489.673954	1.009881	0.008497	20.2
980	-1.049600	490.673954	1.007908	0.006531	20.4
981	-1.039869	491.671322	1.005947	0.005854	19.6
982	-1.051261	492.670496	1.003990	0.007679	21.3
983	-1.049849	493.670495	1.002039	0.011951	23.1
984	-1.045994	493.656821	1.002066	0.003369	25.2
985	-1.046958	493.643147	1.002093	0.008181	19.5
986	-1.054227	493.658730	1.002062	0.008121	19.7
987	-1.046547	493.645056	1.002089	0.006493	34.7
988	-1.048245	494.640856	1.000154	0.002887	26.5
989	-1.057059	495.485502	0.998518	0.006640	27.3
990	-1.053226	495.479220	0.998530	0.002315	36.7
991	-1.061943	495.466034	0.998556	0.004511	25.5
992	-1.060537	495.467699	0.998553	0.005717	29.1
993	-1.044119	495.454026	0.998579	0.001242	35.9
994	-1.047944	495.445466	0.998596	0.004544	36.8
995	-1.054756	495.444115	0.998598	0.010558	36.8
996	-1.052749	495.442814	0.998601	0.006444	36.8
997	-1.051213	496.442336	0.996672	0.010260	37.2
998	-1.049900	496.428662	0.996698	0.010123	32.0
999	-1.052345	497.428662	0.994776	0.004901	37.0
